drama_name,genre,whole_density,whole_diameter,whole_average_clustering,wo1_density,wo1_diameter,wo1_average_clustering,wo2_density,wo2_diameter,wo2_average_clustering,wo3_density,wo3_diameter,wo3_average_clustering,wo4_density,wo4_diameter,wo4_average_clustering,wo5_density,wo5_diameter,wo5_average_clustering
DieCandidatenoderDieMittelzueinemAmtezugelangen-EinLustspielinfünfHandlungen,Comedy,0.6888888888888889,2,0.8026984126984129,0.6,2,0.8480952380952381,0.6444444444444445,2,0.8358730158730158,0.6666666666666666,2,0.7616666666666667,0.6444444444444445,2,0.7602380952380953,0.6111111111111112,2,0.6074074074074074
MariaStuart-EinTrauerspiel,Tragedy,0.2904761904761905,4,0.6703944203944205,0.2904761904761905,4,0.6703944203944205,0.2789473684210526,4,0.6000757575757576,0.3,5,0.6961255411255413,0.26900584795321636,4,0.6462064251537936,0.4083333333333333,3,0.7400523088023089
DieFreundemachendenPhilosophen-EineKomödie,Comedy,0.4632352941176471,2,0.8949346405228757,0.4583333333333333,3,0.8676767676767676,0.41911764705882354,2,0.8566993464052288,0.4666666666666667,2,0.8,0.5166666666666667,2,0.9543650793650793,0.45588235294117646,2,0.846078431372549
KabaleundLiebe-EinbürgerlichesTrauerspielinfünfAufzügen,Tragedy,0.3006535947712418,4,0.7589065255731922,0.3161764705882353,4,0.7438842203548086,0.30833333333333335,4,0.7005952380952382,0.3161764705882353,4,0.7399626517273576,0.34615384615384615,4,0.7820512820512822,0.29411764705882354,4,0.7380070546737214
HorribilicribrifaxTeutsch-Scherzspiel,Comedy,0.8268398268398268,2,0.9091193335388383,0.8095238095238095,2,0.9077932688226809,0.8947368421052632,2,0.9403508771929825,0.861904761904762,2,0.9252527326720161,0.7748917748917749,2,0.8840806338484358,0.8051948051948052,2,0.8986480238028226
DieKinderGodunófs-Tragödie,Tragedy,0.43870967741935485,2,0.9125849573439446,0.4935064935064935,2,0.9283744033744035,0.48307692307692307,2,0.9400000000000002,0.4753694581280788,2,0.9226759427303893,0.6123188405797102,2,0.9025688842050399,0.43655913978494626,2,0.9204164451749487
Genoveva-EineTragödieinfünfAkten,Tragedy,0.4327485380116959,2,0.8435001359149966,0.46405228758169936,2,0.8441148539187755,0.4632352941176471,2,0.852922077922078,0.36666666666666664,3,0.805994352869353,0.5,2,0.8527080762374879,0.45098039215686275,2,0.8451518706420668
DasSchäferfestoderDieHerbstfreude-EindeutschesLustspielinVersen,Comedy,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.5909090909090909,2,0.7300565175565176
EintreuerDienerseinesHerrn-TrauerspielinfünfAufzügen,Tragedy,0.4219219219219219,2,0.8847414064805369,0.48717948717948717,2,0.8936100936100936,0.46975806451612906,2,0.8925267994351554,0.4753787878787879,2,0.8854808657744584,0.4798387096774194,2,0.8938042603139119,0.4791666666666667,2,0.8911806058656754
DieJungfrauvonOrleans-EineromantischeTragödie,Tragedy,0.14708603145235893,5,0.7611238457921813,0.16463414634146342,5,0.746835964927787,0.17813765182186234,5,0.7554509202577583,0.15503875968992248,5,0.7784391600191872,0.16282051282051282,5,0.7358540150509967,0.18492176386913228,5,0.7777985330983538
CarolusStuardus-Trauerspiel,Tragedy,0.36363636363636365,3,0.9207534441850582,0.38504542278127185,3,0.9269654738064325,0.43510204081632653,3,0.9158397761884471,0.38285714285714284,3,0.9643751803751803,0.4376321353065539,4,0.9396780028625872,0.43243243243243246,3,0.9222079514433338
DerErbförster-TrauerspielinfünfAufzügen,Tragedy,0.42483660130718953,3,0.7741227907894576,0.35294117647058826,3,0.7198172198172199,0.39215686274509803,3,0.7683850100516767,0.6538461538461539,3,0.793034743034743,0.42483660130718953,3,0.7741227907894576,0.39869281045751637,3,0.7521083854417188
DiePietistereyimFischbein-RockeoderDieDoctormäßigeFrau,Comedy,0.41911764705882354,2,0.8208704693998812,0.41911764705882354,2,0.8208704693998812,0.4117647058823529,2,0.8076351752822343,0.45,2,0.818132215007215,0.6727272727272727,2,0.8704184704184704,0.4,3,0.7548066748066748
EmiliaGalotti-EinTrauerspielinfünfAufzügen,Tragedy,0.3717948717948718,3,0.5174603174603174,0.5777777777777777,2,0.7176984126984126,0.38181818181818183,3,0.43095238095238103,0.3333333333333333,4,0.4549450549450549,0.36363636363636365,3,0.5053571428571427,0.34615384615384615,3,0.5075091575091575
CardenioundCelindeoderUnglücklichVerliebete-Trauerspiel,Tragedy,0.5424836601307189,3,0.8670264920264921,0.5808823529411765,3,0.8841031517502106,0.5882352941176471,2,0.8790043290043289,0.6761904761904762,2,0.8874836274836275,0.48717948717948717,3,0.8156898656898656,0.5032679738562091,3,0.9132136382136381
EslebeEuropa!-EineKapitalisten-TragödieinfünfAkten,Tragedy,0.6,2,0.8800000000000001,0.7142857142857143,2,0.8857142857142858,0.6,2,0.8800000000000001,0.8571428571428571,2,0.9142857142857143,0.6,2,0.8800000000000001,0.6666666666666666,2,0.9047619047619047
Sonnenfinsternis-Tragödie,Tragedy,0.9047619047619048,2,0.9238095238095239,0.9047619047619048,2,0.9238095238095239,0.9047619047619048,2,0.9238095238095239,1.0,1,1.0,0.9047619047619048,2,0.9238095238095239,0.9047619047619048,2,0.9238095238095239
AgnesBernauer-EindeutschesTrauerspielinfünfAufzügen,Tragedy,0.2904761904761905,4,0.8578623491945719,0.3010752688172043,4,0.8622724177748299,0.2991596638655462,4,0.8597106706599044,0.3185483870967742,4,0.795306724740258,0.3087121212121212,3,0.8353288690961079,0.3723076923076923,3,0.8436579522195147
DerHofmeisteroderVorteilederPrivaterziehung-EineKomödie,Comedy,0.2246376811594203,0,0.7637022699522701,0.22529644268774704,0,0.7713542496151192,0.3006535947712418,4,0.7219400969400969,0.21014492753623187,0,0.7691528379028378,0.20553359683794467,0,0.69648033126294,0.23333333333333334,0,0.710894660894661
RichardSavageoderDerSohneinerMutter-TrauerspielinfünfAufzügen,Tragedy,0.4804597701149425,3,0.8831117421421185,0.4735632183908046,3,0.8978309199047746,0.4975369458128079,3,0.8908721800193711,0.5396825396825397,3,0.8863963679704118,0.42857142857142855,3,0.8001154401154401,0.5698005698005698,3,0.9092684519431053
DieletztenTagederMenschheit-TragödieinfünfAktenmitVorspielundEpilog,Tragedy,0.031681707247857425,0,0.8833655034535931,0.03349140986262531,0,0.8570343713798793,0.04082299411122533,0,0.8885867366364976,0.04017820311855457,0,0.8999094963064556,0.04168300944909966,0,0.8969287125053129,0.03430531732418525,0,0.8639323009949514
KriemhildsRache-EinTrauerspielinfünfAkten,Tragedy,0.5021645021645021,3,0.7694258996468398,0.5190476190476191,3,0.7694917516346087,0.5808823529411765,2,0.7723170620229445,0.5021645021645021,3,0.7694258996468398,0.5473684210526316,3,0.7928206923795159,0.48095238095238096,3,0.7748958324588576
Pagenstreiche-EinePosseinfünfAufzügen,Comedy,0.5584415584415584,3,0.825769224833396,0.6691176470588235,2,0.8338680926916221,0.5584415584415584,3,0.825769224833396,0.5454545454545454,3,0.816868655705554,0.5194805194805194,3,0.8139781861038545,0.5476190476190477,3,0.766382504827883
KaiserFriedrichBarbarossa-EineTragödieinfünfAkten,Tragedy,0.24777933613838243,3,0.8827950959571255,0.2751196172248804,3,0.8881275871470307,0.27082494969818915,3,0.8961567463316964,0.28858290304073436,3,0.8756653238135634,0.2907092907092907,3,0.8882871333346238,0.25940438871473354,3,0.8933764914477954
Codrus-EinTrauerspielinfünfAufzügen,Tragedy,0.6,3,0.8176190476190477,0.8214285714285714,2,0.8815476190476191,0.6,3,0.8176190476190477,0.5333333333333333,3,0.8633333333333333,0.5333333333333333,3,0.7938095238095239,0.5555555555555556,3,0.8154761904761905
DieAhnfrau-TrauerspielinfünfAufzügen,Tragedy,0.8666666666666667,2,0.9071428571428571,0.8222222222222222,2,0.8857142857142858,0.9444444444444444,2,0.9523809523809526,0.8666666666666667,2,0.9071428571428571,0.8,2,0.8766666666666666,0.8055555555555556,2,0.8722222222222222
DasGerichtvonSt.Petersburg-Tragödie,Tragedy,0.23481781376518218,5,0.7862692364395151,0.3004032258064516,4,0.7836303534571725,0.25225225225225223,5,0.8009849677187139,0.24039829302987198,5,0.82283524610924,0.19576719576719576,4,0.7129026610644258,0.2523809523809524,0,0.7796453279167417
Nero-TragödieinfünfAufzügen,Tragedy,0.18571428571428572,0,0.9529810062423565,0.2289855072463768,0,0.9562589918400286,0.2264808362369338,0,0.9373080083231422,0.20035460992907803,0,0.9559892884892885,0.20135746606334842,0,0.9615275120239356,0.275609756097561,0,0.9603158136300174
