title,title_pretty,genre,kept_characters,character_count,removed_characters,removed_characters_count,whole_density,whole_diameter,whole_average_clustering,wo1_density,wo1_diameter,wo1_average_clustering,wo2_density,wo2_diameter,wo2_average_clustering,wo3_density,wo3_diameter,wo3_average_clustering,wo4_density,wo4_diameter,wo4_average_clustering,wo5_density,wo5_diameter,wo5_average_clustering
coriolanus,Coriolanus,Tragedy,"#MESSENGERS.X.1_Cor, #CITIZENS.ROMAN_Cor, #LORDS.VOLSCIAN_Cor, #CONSPIRATORS_Cor, #AEDILES.X.2_Cor, #Cominius_Cor, #CITIZENS.VOLSCIAN_Cor, #CONSPIRATORS.0.1_Cor, #CITIZENS.ROMAN.2_Cor, #CITIZENS.ROMAN.1_Cor, #LORDS.VOLSCIAN.0.2_Cor, #LORDS.VOLSCIAN.0.1_Cor, #OFFICERS.2_Cor, #OFFICERS.1_Cor, #MESSENGERS.TRIBUNES.1_Cor, #TRIBUNES.Brutus_Cor, #NOBLES.0.1_Cor, #Coriolanus_Cor, #CITIZENS.ROMAN.5_Cor, #Aufidius_Cor, #SENATORS.ROMAN_Cor, #TRIBUNES.Sicinius_Cor, #Lartius_Cor, #SENATORS.ROMAN.0.2_Cor, #CITIZENS.ROMAN.0.1_Cor, #CITIZENS.ROMAN.3_Cor, #CITIZENS.ROMAN.0.2_Cor, #Valeria_Cor, #Herald_Cor, #MESSENGERS.X.4_Cor, #Menenius_Cor, #Volumnia_Cor, #LORDS.VOLSCIAN.0.3_Cor, #CONSPIRATORS.0.2_Cor, #SENATORS.ROMAN.0.1_Cor, #CITIZENS.ROMAN.6_Cor, #CONSPIRATORS.0.3_Cor, #MESSENGERS.TRIBUNES.2_Cor, #AEDILES_Cor, #CITIZENS.ROMAN.0.3_Cor, #SOLDIERS.ROMAN_Cor, #SOLDIERS.ROMAN.0.1_Cor, #Virgilia_Cor, #SOLDIERS.ROMAN.0.2_Cor, #CITIZENS.ROMAN.7_Cor, #MESSENGERS.X.2_Cor, #SOLDIERS.VOLSCIAN.Lieutenant_Cor, #YoungMartius_Cor, #MESSENGERS.X.3_Cor, #CITIZENS.ROMAN.4_Cor, #CITIZENS.ANTIUM.1_Cor, #SERVANTS.1_Cor, #SERVANTS.2_Cor, #AEDILES.X.3_Cor, #SENATORS.VOLSCIAN.0.1_Cor, #SOLDIERS.ROMAN.0.3_Cor, #SOLDIERS.VOLSCIAN.0.1_Cor, #WATCHMEN.2_Cor, #WATCHMEN.1_Cor, #SERVANTS.3_Cor, #SENATORS.VOLSCIAN.0.2_Cor, #Gentlewoman_Cor, #SOLDIERS.ROMAN.Lieutenant_Cor, #SENATORS.VOLSCIAN_Cor, #Adrian_Cor, #Nicanor_Cor",66,#CITIZENS.ROMAN.8_Cor,1,0.16317016317016317,4,0.793811156613099,0.21663172606568834,3,0.8255960605461532,0.17777777777777778,4,0.7679914857593019,0.16589861751152074,4,0.7940318395750688,0.19358741681790684,4,0.845925344008641,0.19730639730639732,4,0.7603089870694711
twelfth-night,Twelfth Night,Comedy,"#TobyBelch_TN, #Maria_TN, #Olivia_TN, #OFFICERS.1_TN, #Orsino_TN, #Antonio_TN, #AndrewAguecheek_TN, #Feste_TN, #Sebastian_TN, #OFFICERS.2_TN, #Malvolio_TN, #ATTENDANTS.OLIVIA.1_TN, #Captain_TN, #Viola_TN, #Priest_TN, #Fabian_TN, #ATTENDANTS.ORSINO.Curio_TN, #ATTENDANTS.ORSINO.Valentine_TN",18,,0,0.6601307189542484,2,0.842122583299054,0.8083333333333333,2,0.9122127872127874,0.6470588235294118,3,0.841359103859104,0.6666666666666666,2,0.8523559773559772,0.6601307189542484,2,0.842122583299054,0.5514705882352942,3,0.8128978864272982
richard-ii,Richard II,Tragedy,"#HenryIV_1H4, #Northumberland_R2, #LORDS.1_R2, #RichardII_R2, #Mowbray_R2, #Groom_R2, #Aumerle_R2, #Scroop_R2, #Salisbury_R2, #BishopOfCarlisle_R2, #York_R2, #Green_R2, #Hotspur_R2, #SERVANTS.YORK.1_R2, #Surrey_R2, #Willoughby_R2, #Gaunt_R2, #Ross_R2, #Queen_R2, #LordMarshal_R2, #LADIES.0.1_R2, #SERVANTS.GARDENER.1_R2, #AbbotOfWestminster_R2, #HERALDS.1_R2, #Berkeley_R2, #Jailer_R2, #Exton_R2, #Fitzwater_R2, #Bushy_R2, #Bagot_R2, #WelshCaptain_R2, #HERALDS.2_R2, #Gardener_R2, #SERVANTS.EXTON.0.1_R2, #DuchessOfYork_R2, #DuchessOfGloucester_R2",36,,0,0.2650793650793651,4,0.7416325217497987,0.2967741935483871,4,0.75874550757453,0.2860215053763441,4,0.7957040929101165,0.3064516129032258,4,0.7109577102515462,0.23484848484848486,4,0.725310676647575,0.32688172043010755,4,0.7650580694372678
as-you-like-it,As You Like It,Comedy,"#SERVANTS.1_AYL, #SERVANTS.2_AYL, #Rosalind_AYL, #Hymen_AYL, #Celia_AYL, #DukeFrederick_AYL, #LORDS.SENIOR.Amiens_AYL, #LORDS.SENIOR.0.1_AYL, #Phoebe_AYL, #SecondBrother_AYL, #Corin_AYL, #Jaques_AYL, #LORDS.FREDERICK.0.1_AYL, #William_AYL, #Audrey_AYL, #Orlando_AYL, #Adam_AYL, #Silvius_AYL, #Oliver_AYL, #Charles_AYL, #DukeSenior_AYL, #LORDS.FREDERICK.LeBeau_AYL, #LORDS.SENIOR.0.2_AYL, #Touchstone_AYL, #Dennis_AYL, #LORDS.FREDERICK.0.2_AYL, #OliverMartext_AYL",27,#LORDS.SENIOR_AYL,1,0.3076923076923077,4,0.780183124790968,0.29333333333333333,5,0.7928502739090975,0.3333333333333333,3,0.8148246157437334,0.2934472934472934,4,0.7726594272345906,0.2857142857142857,4,0.7733772238499129,0.30039525691699603,4,0.7740677197198936
the-tempest,The Tempest,Comedy,"#SPIRITS.Iris_Tmp, #Trinculo_Tmp, #Stephano_Tmp, #Sebastian_Tmp, #Alonso_Tmp, #Francisco_Tmp, #Gonzalo_Tmp, #Ferdinand_Tmp, #Caliban_Tmp, #Miranda_Tmp, #SPIRITS.Juno_Tmp, #Boatswain_Tmp, #SAILORS_Tmp, #Antonio_Tmp, #Prospero_Tmp, #Ariel_Tmp, #Shipmaster_Tmp, #Adrian_Tmp, #SPIRITS.Ceres_Tmp",19,,0,0.6666666666666666,3,0.8580778870252554,0.7573529411764706,2,0.8829670329670329,0.6666666666666666,3,0.8580778870252554,0.6549707602339181,3,0.8589888181993445,0.75,2,0.8981227106227107,0.5087719298245614,3,0.8957393483709273
henry-iv-part-ii,"Henry IV, Part II",Tragedy,"#LordBardolph_2H4, #Archbishop_1H4, #DollTearsheet_2H4, #Poins_1H4, #Shallow_2H4, #HenryV_H5, #GROOMS.1_2H4, #Pistol_2H4, #ChiefJustice_2H4, #Clarence_2H4, #Warwick_2H4, #Bedford_H5, #OFFICERS.Fang_2H4, #Falstaff_1H4, #MESSENGERS.1_2H4, #Mowbray_2H4, #Colevile_2H4, #Bardolph_1H4, #SERVANTS.FALSTAFF.1_2H4, #DRAWERS.Will_2H4, #DRAWERS.1_2H4, #Peto_1H4, #Gloucester_2H4, #HenryIV_1H4, #SERVANTS.CHIEFJUSTICE.1_2H4, #Morton_2H4, #Northumberland_R2, #Feeble_2H4, #Harcourt_2H4, #Bullcalf_2H4, #MistressQuickly_1H4, #DRAWERS.Francis_1H4, #Westmoreland_1H4, #Hastings_2H4, #GROOMS.2_2H4, #OFFICERS.Snare_2H4, #Mouldy_2H4, #Wart_2H4, #BEADLES.0.1_2H4, #DRAWERS.X_2H4, #Porter_2H4, #Davy_2H4, #Silence_2H4, #Shadow_2H4, #MESSENGERS.Gower_2H4, #LadyPercy_1H4, #LadyNorthumberland_2H4, #Travers_2H4",48,,0,0.20567375886524822,7,0.8416692054059854,0.23920265780730898,4,0.8658285467447299,0.2132132132132132,5,0.8463321331742384,0.22369878183831673,7,0.8366864556687595,0.20824524312896406,4,0.8413071105021569,0.21141649048625794,6,0.8759412983062013
the-taming-of-the-shrew,The Taming of the Shrew,Comedy,"#Gremio_Shr, #Baptista_Shr, #PLAYERS.0.1_Shr, #HUNTSMEN.0.2_Shr, #SERVANTS.PETRUCHIO.Nathaniel_Shr, #Grumio_Shr, #Bianca_Shr, #Petruchio_Shr, #SERVANTS.LORD.0.1_Shr, #Tranio_Shr, #Sly_Shr, #SERVANTS.PETRUCHIO.0.4_Shr, #Hortensio_Shr, #Haberdasher_Shr, #SERVANTS.PETRUCHIO.Peter_Shr, #SERVANTS.PETRUCHIO.Nicholas_Shr, #Katherine_Shr, #SERVANTS.PETRUCHIO.Phillip_Shr, #HUNTSMEN.0.1_Shr, #HUNTSMEN.0.3_Shr, #Biondello_Shr, #Merchant_Shr, #Widow_Shr, #Vincentio_Shr, #Page_Shr, #Lord_Shr, #Lucentio_Shr, #SERVANTS.LORD.0.3_Shr, #Curtis_Shr, #SERVANTS.PETRUCHIO.Joseph_Shr, #Tailor_Shr, #SERVANTS.LORD.0.2_Shr, #SERVANTS.BAPTISTA.1_Shr, #PLAYERS_Shr, #Hostess_Shr, #PLAYERS.0.2_Shr, #Messenger_Shr",37,#SERVANTS.LORD_Shr,1,0.3228228228228228,3,0.8648382668843028,0.5059288537549407,3,0.8937778334197771,0.47692307692307695,3,0.8774769419270698,0.5,2,0.8812983027202976,0.7573529411764706,2,0.890463458110517,0.45,3,0.8747319416050067
henry-viii,Henry VIII,Tragedy,"#Anne_H8, #Guilford_H8, #OldLady_H8, #Page_H8, #Brandon_H8, #Abergavenny_H8, #Katherine_H8, #HenryVIII_H8, #Sands_H8, #Chamberlain_H8, #Surrey_H8, #Surveyor_H8, #LADIES.KATHERINE.0.1_H8, #Campeius_H8, #Porter_H8, #Suffolk_H8, #Gardiner_H8, #Scribe_H8, #Crier_H8, #Griffith_H8, #Capuchius_H8, #Norfolk_H8, #GENTLEMEN.3_H8, #GENTLEMEN.1_H8, #GENTLEMEN.X_H8, #Wolsey_H8, #SECRETARIES.0.1_H8, #LADIES.KATHERINE.Patience_H8, #Cromwell_H8, #Butts_H8, #Cranmer_H8, #Chancellor_H8, #SERVANTS.LARDER.1_H8, #Lovell_H8, #BishopOfLincoln_H8, #GENTLEMEN.2_H8, #Usher_H8, #Messenger_H8, #Buckingham_H8, #Sergeant_H8, #Keeper_H8, #Denny_H8, #Vaux_H8, #SERVANTS.X.1_H8, #Garter_H8, #SERVANTS.PORTER.1_H8",46,,0,0.1961352657004831,5,0.8503819830229844,0.22048364153627312,5,0.8547413972336573,0.2,4,0.8860569368460328,0.20507399577167018,5,0.8509097906086367,0.2329268292682927,3,0.8521337716822123,0.21904761904761905,5,0.8478601840005348
all-s-well-that-ends-well,All’s Well That Ends Well,Comedy,"#GENTLEMEN.2_AWW, #GENTLEMEN.1_AWW, #Parolles_AWW, #Page_AWW, #Steward_AWW, #Countess_AWW, #LORDS.DUMAINE.2_AWW, #SOLDIERS.0.1_AWW, #King_AWW, #Diana_AWW, #SOLDIERS.Interpreter_AWW, #LORDS.COURT.2_AWW, #Fool_AWW, #LORDS.DUMAINE.1_AWW, #Lafew_AWW, #Bertram_AWW, #ATTENDANTS.KING.0.2_AWW, #ATTENDANTS.KING.0.1_AWW, #LORDS.COURT.4_AWW, #LORDS.COURT.1_AWW, #Servant_AWW, #Widow_AWW, #SOLDIERS_AWW, #GENTLEMEN.3_AWW, #Helen_AWW, #Mariana_AWW, #Duke_AWW",27,#LORDS.COURT.3_AWW,1,0.33903133903133903,3,0.8162091265892436,0.36,3,0.7891560458540692,0.3442028985507246,3,0.8269759107994403,0.40942028985507245,3,0.829978015262458,0.40217391304347827,3,0.8282460526945821,0.2962962962962963,3,0.8212826491120265
titus-andronicus,Titus Andronicus,Tragedy,"#GOTHS.0_Tit, #GOTHS_Tit, #TRIBUNES_Tit, #Chiron_Tit, #Tamora_Tit, #Lucius_Tit, #Saturninus_Tit, #YoungLucius_Tit, #TRIBUNES.0.1_Tit, #Lavinia_Tit, #CountryFellow_Tit, #Titus_Tit, #Martius_Tit, #Captain_Tit, #Publius_Tit, #Marcus_Tit, #Aaron_Tit, #Aemilius_Tit, #GOTHS.0.2_Tit, #Quintus_Tit, #Demetrius_Tit, #Nurse_Tit, #Mutius_Tit, #GOTHS.0.1_Tit, #Messenger_Tit, #Bassianus_Tit",26,#ATTENDANTS_Tit,1,0.5323076923076923,3,0.8460565683952204,0.48333333333333334,3,0.8319232415331486,0.5128205128205128,3,0.8458610295510731,0.5538461538461539,3,0.8488790429490596,0.5733333333333334,3,0.872216576710856,0.5952380952380952,3,0.8772828789635513
