title,title_pretty,genre,is_whole,acts_1_density,acts_1_diameter,acts_1_average_clustering,acts_1-2_density,acts_1-2_diameter,acts_1-2_average_clustering,acts_1-2-3_density,acts_1-2-3_diameter,acts_1-2-3_average_clustering,acts_1-2-3-4_density,acts_1-2-3-4_diameter,acts_1-2-3-4_average_clustering,acts_1-2-3-4-5_density,acts_1-2-3-4-5_diameter,acts_1-2-3-4-5_average_clustering
corneillet-festin-pierre,Le Festin de Pierre,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.5,2,0.7041666666666667,0.3333333333333333,3,0.7796296296296297,0.25833333333333336,3,0.825091575091575,0.25735294117647056,3,0.8183581124757595
corneillet-galant-double,Le Galant Doublé,Comedy,True,0.8,2,0.8666666666666666,0.6071428571428571,3,0.6958333333333333,0.6785714285714286,2,0.7464285714285714,0.6111111111111112,2,0.7333333333333333,0.8611111111111112,2,0.9404761904761904
corneillet-geolier-de-sois-meme,Le Geôlier de Soi-Même,Comedy,True,0.2777777777777778,2,0.3888888888888889,0.28205128205128205,4,0.5512820512820513,0.3717948717948718,3,0.5619047619047619,0.4230769230769231,3,0.6512820512820513,0.4095238095238095,3,0.6635978835978836
corneillet-illustres-ennemis,Les Illustres Ennemis,Comedy,True,0.4666666666666667,3,0.27777777777777773,0.3611111111111111,4,0.4185185185185185,0.31868131868131866,4,0.47057823129251697,0.3626373626373626,4,0.5555555555555556,0.38461538461538464,3,0.5969387755102041
corneillet-laodice,"Laodice, Reine de Cappadoce",Tragedy,True,0.4,3,0.0,0.32142857142857145,4,0.275,0.39285714285714285,3,0.4708333333333333,0.4722222222222222,3,0.6888888888888889,0.5555555555555556,3,0.744973544973545
corneillet-maximian,Maximian,Tragedy,True,0.3333333333333333,3,0.3095238095238095,0.28888888888888886,4,0.15333333333333332,0.4444444444444444,4,0.4766666666666667,0.4888888888888889,4,0.5771428571428572,0.5111111111111111,3,0.6238095238095238
corneillet-mort-annibal,La Mort d'Annibal,Tragedy,True,0.4,2,0.0,0.42857142857142855,3,0.39999999999999997,0.4166666666666667,4,0.4444444444444444,0.4722222222222222,3,0.5518518518518518,0.6388888888888888,3,0.7566137566137566
corneillet-mort-d-achille,La Mort d'Achille,Tragedy,True,1.0,1,1.0,0.6,3,0.5333333333333333,0.4666666666666667,3,0.38888888888888884,0.42857142857142855,3,0.35714285714285715,0.4642857142857143,3,0.6125
corneillet-mort-empereur-commode,La Mort de l'Empereur Commode,Tragedy,True,0.3333333333333333,4,0.0,0.35714285714285715,4,0.29166666666666663,0.42857142857142855,3,0.37083333333333335,0.5357142857142857,3,0.6458333333333333,0.6428571428571429,2,0.8363095238095238
corneillet-persee-demetrius,Persée et Démétrius,Tragedy,True,0.3333333333333333,3,0.0,0.42857142857142855,4,0.4875,0.5357142857142857,3,0.6083333333333334,0.5357142857142857,3,0.6083333333333334,0.6428571428571429,2,0.8392857142857143
corneillet-pyrrhus,"Pyrrhus, Roi d'Epire",Tragedy,True,0.2857142857142857,4,0.0,0.3055555555555556,4,0.23703703703703705,0.4722222222222222,4,0.5111111111111111,0.5555555555555556,4,0.6111111111111112,0.6944444444444444,2,0.8029100529100529
corneillet-stlicon,Stilicon,Tragedy,True,0.4,4,0.3888888888888889,0.3611111111111111,3,0.42592592592592593,0.5277777777777778,3,0.6582010582010582,0.5833333333333334,3,0.8380952380952381,0.6111111111111112,3,0.7767195767195767
corneillet-theodat,Théodat,Tragedy,True,0.5,3,0.0,0.2857142857142857,4,0.0,0.39285714285714285,3,0.55,0.42857142857142855,3,0.6833333333333333,0.42857142857142855,3,0.6833333333333333
corneillet-timocrate,Timocrate,Tragedy,True,0.7333333333333333,2,0.7666666666666666,0.5,3,0.5625,0.5277777777777778,3,0.7052910052910053,0.4727272727272727,3,0.7118326118326118,0.5,3,0.8105820105820105
crebillon-atree-thyeste,Atrée et Thyeste,Tragedy,True,0.3333333333333333,4,0.0,0.35714285714285715,3,0.2875,0.35714285714285715,3,0.2875,0.39285714285714285,3,0.39166666666666666,0.39285714285714285,3,0.39166666666666666
crebillon-catilina,Catilina,Tragedy,True,0.5,2,0.4333333333333333,0.4666666666666667,2,0.4777777777777778,0.32142857142857145,3,0.35,0.2545454545454545,4,0.46428571428571425,0.24242424242424243,4,0.35912698412698413
crebillon-electre,Electre,Tragedy,True,0.38095238095238093,4,0.38095238095238093,0.3055555555555556,4,0.2222222222222222,0.2727272727272727,4,0.40303030303030307,0.3090909090909091,4,0.41385281385281386,0.4,3,0.5614718614718615
crebillon-idomenee,Idoménée,Tragedy,True,0.4,3,0.0,0.38095238095238093,3,0.42857142857142855,0.38095238095238093,3,0.42857142857142855,0.47619047619047616,3,0.5904761904761904,0.47619047619047616,3,0.5904761904761904
crebillon-pyrrhus,Pyrrhus,Tragedy,True,0.4,3,0.0,0.4666666666666667,3,0.38888888888888884,0.5333333333333333,3,0.5833333333333334,0.42857142857142855,4,0.4458333333333333,0.4722222222222222,3,0.5518518518518518
crebillon-rhadamisthe,Rhadamisthe et Zénobie,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.4666666666666667,3,0.611111111111111,0.6,3,0.6388888888888888,0.47619047619047616,3,0.47619047619047616,0.42857142857142855,3,0.5083333333333333
crebillon-semiramis,Sémiramis,Tragedy,True,0.4,3,0.0,0.38095238095238093,3,0.3095238095238095,0.42857142857142855,3,0.39999999999999997,0.4166666666666667,3,0.4740740740740741,0.4722222222222222,3,0.5222222222222223
crebillon-triumvirat,Le Triumvirat,Tragedy,True,0.5,3,0.0,0.38095238095238093,3,0.3095238095238095,0.4642857142857143,3,0.6333333333333333,0.5357142857142857,3,0.775,0.5357142857142857,3,0.775
crebillon-xerxes,Xercès,Tragedy,True,0.4,2,0.35000000000000003,0.3111111111111111,4,0.44000000000000006,0.2909090909090909,4,0.35454545454545455,0.3090909090909091,4,0.3969696969696969,0.4,4,0.4454545454545455
cyrano-la-mort-d-agrippine,La Mort d'Agrippine,Tragedy,True,0.4,3,0.0,0.2857142857142857,4,0.0,0.38095238095238093,3,0.2857142857142857,0.42857142857142855,3,0.44761904761904764,0.5238095238095238,3,0.6285714285714287
cyrano-pedant-joue,Le Pédant Joué,Comedy,True,0.5238095238095238,3,0.6523809523809524,0.4444444444444444,3,0.6326190476190476,0.3787878787878788,4,0.5606481481481481,0.44871794871794873,2,0.718931068931069,0.5824175824175825,2,0.8207570207570207
dancourt-bourgeoises-a-la-mode,Les Bourgeoises à la Mode.,Comedy,True,0.6666666666666666,2,0.6666666666666666,0.35555555555555557,2,0.5494444444444444,0.4,2,0.6116666666666667,0.5111111111111111,2,0.7155555555555556,0.7272727272727273,2,0.8798701298701299
dancourt-chevalier-a-la-mode,Le Chevalier à la Mode,Comedy,True,0.6,2,0.7611111111111111,0.5,2,0.8571428571428572,0.4888888888888889,2,0.818968253968254,0.5111111111111111,2,0.821984126984127,0.6363636363636364,2,0.8501443001443001
dancourt-enfants-de-paris,Les Enfants de Paris,Comedy,True,0.4,2,0.35000000000000003,0.4722222222222222,2,0.7023809523809523,0.7555555555555555,2,0.828015873015873,0.8,2,0.8628571428571428,0.8727272727272727,2,0.8963203463203463
dancourt-femme-d-intrigues,La Femme D'Intrigues.,Comedy,True,0.4666666666666667,2,0.7000000000000001,0.3333333333333333,3,0.5211640211640212,0.26666666666666666,3,0.6483164983164983,0.18181818181818182,3,0.7256493506493507,0.15608465608465608,3,0.7691211333018055
dancourt-madame-artus,Madame Artus,Comedy,True,0.8333333333333334,2,0.8333333333333333,0.6190476190476191,3,0.7142857142857143,0.5833333333333334,3,0.7375661375661375,0.6,2,0.6854761904761905,0.8888888888888888,2,0.9032539682539683
dancourt-sancho,"Sancho Pança, Gouverneur",Comedy,True,0.5151515151515151,3,0.7764550264550265,0.5256410256410257,2,0.7802586302586303,0.5294117647058824,2,0.7966553780279271,0.4069264069264069,2,0.7981007554536966,0.3080459770114943,2,0.7677037564163468
dancourt-trahison-punie,La Trahison Punie,Comedy,True,0.5238095238095238,2,0.8095238095238095,0.6181818181818182,3,0.8392496392496391,0.6545454545454545,3,0.8639971139971139,0.6727272727272727,3,0.8856421356421357,0.6212121212121212,3,0.8537037037037036
delavigne-comediens,Les Comédiens,Comedy,True,0.5333333333333333,2,0.8277777777777778,0.6363636363636364,3,0.8585978835978837,0.7424242424242424,2,0.8621753246753247,0.7727272727272727,2,0.8695165945165946,0.8333333333333334,2,0.8958333333333334
delavigne-vepres-siciliennes,Les Vêpres Siciliennes,Tragedy,True,0.6,2,0.8666666666666666,0.42857142857142855,4,0.5714285714285714,0.4642857142857143,3,0.6125,0.4444444444444444,3,0.6842857142857143,0.4666666666666667,3,0.7819047619047619
desfontaines-perside,Perside,Tragedy,True,0.5333333333333333,2,0.8277777777777778,0.8,2,0.9,0.6666666666666666,2,0.8476190476190476,0.6071428571428571,2,0.8345238095238096,0.7222222222222222,2,0.819047619047619
desfontaines-saint-genest,L'Illustre Comédien ou Le Martyre de Saint-Genest.,Tragedy,True,0.6388888888888888,2,0.8690476190476191,0.6388888888888888,2,0.8690476190476191,0.8611111111111112,2,0.9404761904761904,0.8611111111111112,2,0.9404761904761904,0.8611111111111112,2,0.9404761904761904
desfontaines-veritable-semiramis,La Véritable Sémiramis,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.5,3,0.3333333333333333,0.42857142857142855,3,0.6666666666666666,0.5,3,0.7957671957671958,0.5277777777777778,3,0.7862433862433862
deshoulieres-genseric,Genseric,Tragedy,True,0.2857142857142857,4,0.0,0.26666666666666666,4,0.15,0.3111111111111111,4,0.4,0.38181818181818183,3,0.5458874458874459,0.45454545454545453,3,0.6402597402597402
desmarets-visionnaires,Les Visionnaires,Comedy,True,0.4,3,0.3611111111111111,0.4166666666666667,4,0.4703703703703704,0.5277777777777778,2,0.6105820105820106,0.6666666666666666,2,0.68994708994709,0.8333333333333334,2,0.8941798941798942
diderot-pere-de-famille,Le Père de Famille,Comedy,True,0.6666666666666666,2,0.6944444444444445,0.48717948717948717,2,0.8696192696192697,0.5384615384615384,2,0.8265068265068265,0.45714285714285713,3,0.7744677544677544,0.5735294117647058,2,0.8503512827042239
discret-noces-de-vaugirard,Les Noces de Vaugirard ou Les Naïvetés Champêtres.,Comedy,True,1.0,1,1.0,0.9111111111111111,2,0.9333333333333332,0.7818181818181819,2,0.9111111111111111,0.7818181818181819,2,0.9111111111111111,0.5904761904761905,2,0.8644710844710844
donneau-de-vise-corneille-devineresse,La Devineresse,Comedy,True,0.4642857142857143,3,0.5166666666666666,0.23333333333333334,3,0.5541666666666667,0.2426470588235294,2,0.7135620915032679,0.21637426900584794,3,0.5991658066735466,0.21739130434782608,3,0.6614216701173222
donneau-de-vise-dames-vengees,Les Dames Vengées,Comedy,True,0.47619047619047616,2,0.7999999999999999,0.75,2,0.8902116402116401,0.6666666666666666,3,0.8535714285714286,0.6888888888888889,3,0.824047619047619,0.8,2,0.894047619047619
dorat-celibataire,Le Célibataire,Comedy,True,0.4,3,0.16666666666666666,0.42857142857142855,3,0.3125,0.4444444444444444,3,0.48148148148148145,0.5555555555555556,3,0.7042328042328042,0.6666666666666666,3,0.8042328042328042
du-ryer-alcionee,Alcionée,Tragedy,True,0.3333333333333333,1,0.5,0.39285714285714285,4,0.6666666666666666,0.4642857142857143,3,0.6333333333333333,0.5,3,0.7291666666666666,0.5357142857142857,3,0.7333333333333333
du-ryer-esther,Esther,Tragedy,True,0.4,1,0.6,0.3333333333333333,2,0.7619047619047619,0.6071428571428571,3,0.8125,0.5,3,0.7031746031746031,0.5277777777777778,3,0.7121693121693122
du-ryer-lucrece,Lucrèce,Tragedy,True,0.6666666666666666,2,0.0,0.7,2,0.7,0.6190476190476191,2,0.8285714285714285,0.5357142857142857,3,0.7666666666666666,0.5833333333333334,3,0.7386243386243385
du-ryer-saul,Saül,Tragedy,True,0.8,2,0.8666666666666666,0.9,2,0.9,0.6190476190476191,2,0.6904761904761905,0.6666666666666666,2,0.7333333333333334,0.5277777777777778,3,0.7068783068783069
du-ryer-scevole,Scévole,Tragedy,True,0.7333333333333333,2,0.7666666666666666,0.5,3,0.7583333333333333,0.6071428571428571,2,0.8970238095238096,0.75,2,0.875,0.75,2,0.875
du-ryer-themistocle,Thémistocle,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.38095238095238093,3,0.3619047619047619,0.4722222222222222,3,0.6031746031746033,0.5,3,0.6047619047619048,0.5555555555555556,3,0.6190476190476191
du-ryer-vendanges-de-suresnes,Les Vendanges de Suresnes,Comedy,True,0.2857142857142857,2,0.33333333333333337,0.4222222222222222,4,0.47619047619047616,0.5111111111111111,3,0.6721428571428572,0.6444444444444445,2,0.7540476190476191,0.8545454545454545,2,0.9101010101010101
duche-absalon,Absalon,Tragedy,True,0.8,2,0.8666666666666666,0.4444444444444444,3,0.671957671957672,0.4666666666666667,3,0.6904761904761905,0.4888888888888889,3,0.7019047619047619,0.5777777777777777,3,0.7061904761904761
dufresny-faux-sincere,Le Faux Sincère,Comedy,True,0.39285714285714285,4,0.6458333333333334,0.34545454545454546,3,0.6406926406926406,0.45454545454545453,3,0.7015873015873016,0.5818181818181818,2,0.7814574314574315,0.6727272727272727,2,0.8552669552669553
dufresny-jaloux-honteux,Le Jaloux Honteux,Comedy,True,0.39285714285714285,4,0.6125,0.4444444444444444,3,0.5074074074074074,0.6111111111111112,2,0.6804232804232804,0.6944444444444444,2,0.8423280423280423,0.8333333333333334,2,0.8915343915343915
dufresny-joueuse,La Joueuse,Comedy,True,0.5714285714285714,3,0.8,0.7777777777777778,2,0.8126984126984127,0.7777777777777778,2,0.8321428571428571,0.8,2,0.8509523809523809,0.8222222222222222,2,0.8876984126984127
dufresny-malade-sans-maladie,La Malade sans Maladie,Comedy,True,0.6666666666666666,2,0.6944444444444445,0.7142857142857143,2,0.6523809523809524,0.8095238095238095,2,0.7857142857142857,0.8571428571428571,2,0.8333333333333334,1.0,1,1.0
dufresny-reconciliation-normande,La Réconciliation Normande,Comedy,True,0.2857142857142857,4,0.3333333333333333,0.5555555555555556,3,0.5259259259259259,0.6388888888888888,3,0.837037037037037,0.6666666666666666,2,0.837037037037037,0.8055555555555556,2,0.8955026455026456
fabre-d-eglantine-philinte-de-moliere,Le Philinte de Molière,Comedy,True,1.0,1,1.0,0.9,2,0.9,0.7333333333333333,2,0.8388888888888889,0.75,2,0.8666666666666667,0.7857142857142857,2,0.8761904761904762
folard-themistocle,Thémistocle,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.5333333333333333,2,0.5499999999999999,0.5714285714285714,2,0.7160714285714286,0.5714285714285714,2,0.7160714285714286,0.75,2,0.8833333333333333
fenelon-alexandre,Alexandre,Tragedy,True,0.38095238095238093,4,0.42857142857142855,0.4222222222222222,4,0.5785714285714285,0.3787878787878788,3,0.6057539682539682,0.3787878787878788,3,0.6057539682539682,0.4696969696969697,3,0.7608465608465608
genest-joseph,Joseph,Tragedy,True,0.5,3,0.3333333333333333,0.39285714285714285,2,0.6904761904761905,0.4888888888888889,2,0.7861111111111111,0.43636363636363634,2,0.7131313131313131,0.43636363636363634,2,0.7131313131313131
genest-penelope,Pénélope,Tragedy,True,0.38095238095238093,3,0.4095238095238095,0.35555555555555557,4,0.5633333333333332,0.32727272727272727,4,0.5666666666666667,0.34545454545454546,4,0.5818181818181818,0.38181818181818183,4,0.6411255411255411
genest-zelonide,Zélonide Princesse de Sparte,Tragedy,True,0.3333333333333333,3,0.0,0.3611111111111111,3,0.43386243386243384,0.3333333333333333,3,0.42857142857142855,0.3333333333333333,3,0.42857142857142855,0.35555555555555557,3,0.4166666666666667
genlis-amant-anonyme,L'Amant Anonyme,Comedy,True,0.7,2,0.7,0.6428571428571429,2,0.8154761904761905,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0
genlis-mere-rivale,"La Mère Rivale, Comédie",Comedy,True,0.8095238095238095,2,0.9238095238095239,0.7142857142857143,3,0.8583333333333334,0.7142857142857143,3,0.8583333333333334,0.7142857142857143,3,0.8583333333333334,0.8214285714285714,2,0.9404761904761905
gilbert-semiramis,Sémiramis,Tragedy,True,1.0,1,1.0,0.42857142857142855,4,0.42857142857142855,0.5238095238095238,3,0.5952380952380952,0.4642857142857143,3,0.475,0.41818181818181815,3,0.5780663780663781
graffigny-cenie,Cénie,Comedy,True,0.4,4,0.0,0.5238095238095238,3,0.619047619047619,0.6666666666666666,2,0.5380952380952381,0.7619047619047619,2,0.7142857142857143,0.8571428571428571,2,0.8333333333333334
gresset-edouard-iii,Edouard Iii,Tragedy,True,0.4,3,0.0,0.38095238095238093,4,0.14285714285714285,0.42857142857142855,3,0.4583333333333333,0.5357142857142857,3,0.5916666666666667,0.5555555555555556,3,0.6370370370370371
grevin-cesar,César,Tragedy,True,0.4666666666666667,1,0.6666666666666666,0.2777777777777778,1,0.7777777777777778,0.2909090909090909,3,0.8090909090909091,0.2727272727272727,3,0.7694444444444444,0.4393939393939394,4,0.7892857142857143
grevin-tresoriere,La Trésorière,Comedy,False,0.3333333333333333,3,0.5238095238095238,0.39285714285714285,3,0.6583333333333333,0.42857142857142855,3,0.6208333333333333,0.5555555555555556,3,0.8063492063492064,0.5555555555555556,3,0.8063492063492064
gudin-lothaire,Lothaire et Valrade,Tragedy,True,0.5333333333333333,2,0.8277777777777778,0.7333333333333333,2,0.8388888888888889,0.6190476190476191,3,0.7142857142857143,0.6190476190476191,3,0.7142857142857143,0.6190476190476191,3,0.7142857142857143
guimont-de-la-touche-iphigenie,Iphigénie en Tauride,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.4666666666666667,2,0.7000000000000001,0.4666666666666667,2,0.7000000000000001,0.42857142857142855,2,0.6952380952380952,0.4642857142857143,2,0.8273809523809523
guerin-de-bouscal-la-mort-de-brute-et-de-porcie,La Mort de Brute et de Porcie,Tragedy,False,0.2857142857142857,4,0.0,0.25757575757575757,5,0.42500000000000004,0.23333333333333334,5,0.6392361111111111,0.19298245614035087,7,0.62953216374269,0.15579710144927536,6,0.6924242424242424
hardy-meleagre,Méléagre,Tragedy,True,1.0,1,1.0,0.4,3,0.8907647907647908,0.375,3,0.8322559793148028,0.4264705882352941,3,0.8239639445521798,0.3567251461988304,4,0.8199376646745068
hauteroche-amant-flatte-point,L'Amant qui ne Flatte Point,Comedy,True,0.7,2,0.7,0.5238095238095238,3,0.819047619047619,0.8571428571428571,2,0.9047619047619048,0.6944444444444444,2,0.7817460317460317,0.8444444444444444,2,0.8924603174603174
henault-marius-a-cirte,Marius à Cirte,Tragedy,True,0.5,3,0.0,0.2777777777777778,4,0.3148148148148148,0.3055555555555556,4,0.37037037037037035,0.3055555555555556,4,0.37037037037037035,0.3888888888888889,3,0.674074074074074
jaquelin-soliman,Soliman,Tragedy,True,0.5,2,0.4333333333333333,0.35714285714285715,2,0.6011904761904762,0.3333333333333333,2,0.6084656084656085,0.3611111111111111,2,0.6865079365079365,0.4666666666666667,2,0.7066666666666667
jodelle-cleopatre,Cléopâtre Captive,Tragedy,False,0.6666666666666666,1,0.8333333333333334,0.4444444444444444,2,0.8253968253968255,0.4444444444444444,2,0.7628571428571428,0.4444444444444444,2,0.7628571428571428,0.4444444444444444,2,0.7628571428571428
jodelle-didon,Didon se Sacrifiant,Tragedy,True,1.0,1,1.0,0.5714285714285714,2,0.9285714285714286,0.6785714285714286,2,0.8928571428571428,0.6111111111111112,3,0.8380952380952381,0.6111111111111112,3,0.8380952380952381
jodelle-eugene,L'Eugène,Comedy,False,0.3,2,0.0,0.25,3,0.2916666666666667,0.5357142857142857,3,0.8416666666666667,0.5833333333333334,2,0.8738095238095238,0.8888888888888888,2,0.9365079365079365
l-estoile-belle-esclave,La Belle Esclave,Comedy,True,1.0,1,1.0,0.7333333333333333,2,0.8666666666666667,0.8666666666666667,2,0.9,0.6666666666666666,3,0.7142857142857143,0.6666666666666666,3,0.7142857142857143
l-estoile-intrigue-des-filous,L'Intrigue des Filous,Comedy,True,0.3888888888888889,3,0.7925925925925925,0.4222222222222222,3,0.7966666666666666,0.4444444444444444,3,0.7966666666666666,0.4666666666666667,3,0.8300000000000001,0.5111111111111111,3,0.8280952380952382
la-calprenede-comte-d-essex,Le Comte d'Essex,Tragedy,True,0.4666666666666667,3,0.7777777777777778,0.28888888888888886,3,0.74,0.38181818181818183,3,0.8116883116883117,0.3787878787878788,3,0.7489417989417989,0.3717948717948718,3,0.6992673992673992
la-calprenede-enfants-d-herode,La Mort des Enfants d'Hérode,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.42857142857142855,3,0.6166666666666667,0.4444444444444444,3,0.5873015873015873,0.5111111111111111,2,0.7522222222222222,0.5777777777777777,2,0.7076984126984127
la-calprenede-hermenegilde,Herménégilde,Tragedy,True,0.7,2,0.7666666666666666,0.4444444444444444,4,0.74,0.4727272727272727,3,0.6878787878787879,0.509090909090909,3,0.7393939393939394,0.5151515151515151,3,0.7486772486772487
la-calprenede-jeanne,Jeanne Reine d'Angleterre,Tragedy,True,0.5714285714285714,3,0.8428571428571429,0.4222222222222222,3,0.8219047619047618,0.4230769230769231,3,0.6918192918192918,0.4095238095238095,3,0.7434391534391535,0.38333333333333336,3,0.7487599206349206
la-calprenede-mort-mitrhidate,La Mort de Mitridate,Tragedy,True,0.26666666666666666,2,0.0,0.2,3,0.23333333333333334,0.3111111111111111,4,0.3666666666666667,0.4222222222222222,3,0.5023809523809524,0.4666666666666667,2,0.6733333333333333
la-calprenede-phalante,Phalante,Tragedy,True,0.5333333333333333,2,0.5499999999999999,0.4166666666666667,3,0.5740740740740741,0.4444444444444444,3,0.6777777777777777,0.5555555555555556,2,0.7997619047619048,0.6666666666666666,2,0.8242857142857144
la-chapelle-zaide,Zaïde,Tragedy,True,0.4,2,0.0,0.38095238095238093,3,0.3619047619047619,0.42857142857142855,3,0.5142857142857143,0.42857142857142855,3,0.4166666666666667,0.42857142857142855,3,0.4166666666666667
la-fontaine-eunuque,L'Eunuque,Comedy,True,1.0,1,1.0,0.4666666666666667,2,0.7000000000000001,0.42857142857142855,2,0.5714285714285714,0.3484848484848485,4,0.6595238095238095,0.580952380952381,2,0.843923113923114
la-fontaine-ragotin,Ragotin ou Le Roman Comique,Comedy,True,0.43956043956043955,3,0.7892496392496392,0.5274725274725275,2,0.8296136403279261,0.40476190476190477,2,0.8399794097494231,0.3046153846153846,3,0.8123361456357407,0.30484330484330485,3,0.7792158675199611
la-fosse-manlius,Manlius Capitolinus,Tragedy,True,0.3333333333333333,4,0.0,0.38095238095238093,3,0.3619047619047619,0.32142857142857145,4,0.31666666666666665,0.35714285714285715,4,0.45,0.42857142857142855,3,0.6083333333333333
la-harpe-comte-de-warwick,Le Comte de Warwik,Tragedy,True,0.4,3,0.0,0.2857142857142857,3,0.08333333333333333,0.35714285714285715,3,0.2875,0.42857142857142855,3,0.4166666666666667,0.4642857142857143,3,0.525
la-mesnardiere-alinde,Alinde,Tragedy,True,0.42857142857142855,3,0.8416666666666667,0.4444444444444444,3,0.7433333333333334,0.5333333333333333,2,0.6685714285714286,0.5333333333333333,2,0.6685714285714286,0.7424242424242424,2,0.8269179894179893
la-motte-canente,Canente,Tragedy,False,0.5714285714285714,1,0.75,0.34615384615384615,2,0.7299145299145299,0.31666666666666665,2,0.7131944444444445,0.28104575163398693,2,0.7339506172839506,0.2714285714285714,3,0.7369252440681012
la-motte-ines-de-castro,Inès de Castro,Tragedy,True,0.4,4,0.0,0.5238095238095238,2,0.6666666666666667,0.5714285714285714,2,0.6761904761904762,0.4444444444444444,2,0.7761904761904762,0.4444444444444444,2,0.7761904761904762
la-motte-machabees,Les Machabées,Tragedy,True,0.4,2,0.0,0.38095238095238093,4,0.2619047619047619,0.47619047619047616,3,0.5428571428571428,0.3333333333333333,3,0.34444444444444444,0.3611111111111111,3,0.4592592592592593
la-motte-omphale,Omphale,Tragedy,False,0.7619047619047619,2,0.8095238095238095,0.42424242424242425,3,0.7947089947089947,0.45454545454545453,2,0.8379810004810005,0.43956043956043955,3,0.8202020202020203,0.43956043956043955,3,0.8202020202020203
la-motte-scanderberg,Scanderberg,Tragedy,False,0.7142857142857143,2,0.8857142857142858,0.38461538461538464,3,0.7802197802197802,0.31666666666666665,3,0.79135101010101,0.28654970760233917,3,0.837745879851143,0.23809523809523808,3,0.8038564970383152
gillet-campagnard,Le Campagnard,Comedy,True,0.7142857142857143,3,0.7583333333333333,0.6,3,0.7414285714285714,0.6444444444444445,2,0.8373015873015873,0.6666666666666666,2,0.8371428571428572,0.6727272727272727,2,0.8533910533910535
gillet-deniaise,Le Déniaisé,Comedy,True,1.0,1,1.0,1.0,1,1.0,0.7857142857142857,2,0.8392857142857143,0.6727272727272727,2,0.8045454545454546,0.6666666666666666,2,0.8166666666666668
gillet-francion,La Comédie de Francion,Comedy,True,0.4166666666666667,2,0.9333333333333333,0.4666666666666667,4,0.6557142857142857,0.4666666666666667,4,0.6557142857142857,0.4888888888888889,4,0.6876190476190476,0.3904761904761905,4,0.8239153439153439
la-thuilerie-hercule,Hercule,Tragedy,True,0.4,3,0.25,0.38095238095238093,3,0.3619047619047619,0.35714285714285715,4,0.49583333333333335,0.3333333333333333,4,0.37777777777777777,0.4166666666666667,3,0.6444444444444444
la-thuilerie-soliman,Soliman,Tragedy,False,0.6666666666666666,2,0.0,0.5,3,0.0,0.42857142857142855,3,0.3416666666666667,0.35555555555555557,4,0.34571428571428575,0.4222222222222222,4,0.5542857142857143
lagrange-chancel-amasis,Amasis,Tragedy,True,0.6,3,0.5333333333333333,0.39285714285714285,4,0.4458333333333333,0.4166666666666667,3,0.5296296296296297,0.4444444444444444,3,0.574074074074074,0.4666666666666667,3,0.6128571428571428
lagrange-chancel-meleagre,Méléagre,Tragedy,True,0.5,2,0.4333333333333333,0.39285714285714285,3,0.42083333333333334,0.5,3,0.5958333333333333,0.6071428571428571,3,0.8125,0.6071428571428571,3,0.8125
lagrange-chancel-oreste,Oreste et Pylade,Tragedy,True,0.3333333333333333,3,0.0,0.35714285714285715,3,0.5666666666666667,0.35555555555555557,4,0.41,0.4222222222222222,3,0.4576190476190476,0.4444444444444444,3,0.5557142857142857
laignelot-agis,Agis,Tragedy,True,0.8333333333333334,2,0.8333333333333333,0.5714285714285714,2,0.7952380952380952,0.8214285714285714,2,0.9404761904761905,0.5151515151515151,3,0.8462962962962962,0.5151515151515151,3,0.8462962962962962
le-franc-didon,Didon,Tragedy,True,0.6,2,0.8666666666666666,0.32142857142857145,4,0.44166666666666665,0.35714285714285715,4,0.37083333333333335,0.42857142857142855,3,0.5583333333333333,0.4642857142857143,3,0.6125
ouville-absent-chez-soi,L'Absent chez Soi,Comedy,True,0.4166666666666667,4,0.6777777777777777,0.7333333333333333,2,0.8619047619047618,0.7777777777777778,2,0.8793650793650795,0.9111111111111111,2,0.9301587301587301,1.0,1,1.0
ouville-fausses-verites,Les Fausses Vérités,Comedy,True,0.7333333333333333,2,0.8222222222222223,0.8095238095238095,2,0.819047619047619,0.7857142857142857,2,0.8553571428571429,0.6666666666666666,3,0.7391534391534391,0.7777777777777778,2,0.8769841269841269
ouville-soupcons,Les Soupçons sur les Apparences,Comedy,True,0.5714285714285714,3,0.8428571428571429,0.7142857142857143,3,0.8285714285714285,0.5333333333333333,3,0.7757142857142857,0.5777777777777777,3,0.8078571428571429,0.6888888888888889,3,0.8633333333333333
le-vayer-grand-selim,Le Grand Sélim ou Le Couronnement Tragique,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.47619047619047616,3,0.619047619047619,0.3333333333333333,4,0.62,0.38181818181818183,4,0.6688311688311688,0.41818181818181815,3,0.6852813852813853
