title,title_pretty,genre,is_whole,acts_1_density,acts_1_diameter,acts_1_average_clustering,acts_1-2_density,acts_1-2_diameter,acts_1-2_average_clustering,acts_1-2-3_density,acts_1-2-3_diameter,acts_1-2-3_average_clustering,acts_1-2-3-4_density,acts_1-2-3-4_diameter,acts_1-2-3-4_average_clustering,acts_1-2-3-4-5_density,acts_1-2-3-4-5_diameter,acts_1-2-3-4-5_average_clustering
leclerc-iphigenie,Iphigénie,Tragedy,True,0.6666666666666666,2,0.0,0.4,4,0.0,0.39285714285714285,3,0.32916666666666666,0.3888888888888889,3,0.35555555555555557,0.4722222222222222,3,0.6587301587301587
legouve-eteocle,Etéocle,Tragedy,True,1.0,1,1.0,0.7,2,0.7666666666666666,0.8,2,0.8666666666666666,0.8,2,0.8444444444444444,0.8095238095238095,2,0.8666666666666666
legouve-laurence-orzano,Laurence et Orzano,Tragedy,True,0.4,3,0.25,0.2777777777777778,4,0.14814814814814814,0.28888888888888886,3,0.3433333333333333,0.34545454545454546,3,0.4439393939393939,0.36363636363636365,3,0.494949494949495
legouve-polixene,Polixène,Tragedy,True,0.6666666666666666,2,0.0,0.5,2,0.4333333333333333,0.5333333333333333,3,0.5,0.6190476190476191,3,0.6761904761904762,0.6666666666666666,3,0.7142857142857143
legouve-attilie,Attilie,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.47619047619047616,3,0.5904761904761904,0.6190476190476191,2,0.7952380952380952,0.6666666666666666,2,0.7999999999999999,0.7619047619047619,2,0.8571428571428571
lemierre-artaxerce,Artaxerce,Tragedy,True,0.4,3,0.25,0.38095238095238093,3,0.3095238095238095,0.42857142857142855,3,0.39999999999999997,0.42857142857142855,3,0.39999999999999997,0.42857142857142855,3,0.39999999999999997
lemierre-guillaume-tell,Guillaume Tell,Tragedy,True,0.8,2,0.8666666666666666,0.5238095238095238,3,0.819047619047619,0.6666666666666666,2,0.7952380952380952,0.6666666666666666,2,0.7952380952380952,0.6666666666666666,2,0.7952380952380952
lemierre-idomenee,Idoménée,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.6,2,0.6,0.9,2,0.9,0.6666666666666666,2,0.6944444444444445,0.6666666666666666,2,0.6944444444444445
lemierre-veuve-malabar,La Veuve du Malabar,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.4,4,0.27777777777777773,0.35714285714285715,4,0.5375,0.4642857142857143,3,0.7375,0.5,3,0.7583333333333333
lesage-turcaret,Turcaret,Comedy,False,0.6666666666666666,2,0.8333333333333334,0.6190476190476191,3,0.780952380952381,0.5277777777777778,3,0.6746031746031745,0.42424242424242425,3,0.6518518518518518,0.5769230769230769,2,0.7570818070818071
linant-alzaide,Alzaïde,Tragedy,True,0.6666666666666666,2,0.0,0.38095238095238093,3,0.5047619047619047,0.32142857142857145,3,0.42083333333333334,0.42857142857142855,3,0.55,0.42857142857142855,3,0.55
longepierre-la-mort-de-solon,La Mort de Solon,Tragedy,True,0.5,2,0.4333333333333333,0.3055555555555556,3,0.23333333333333334,0.2727272727272727,4,0.20909090909090908,0.2909090909090909,3,0.2545454545454545,0.32727272727272727,3,0.35584415584415585
longepierre-medee,Médée,Tragedy,True,0.5,2,0.0,0.4,3,0.25,0.4,3,0.25,0.39285714285714285,3,0.5708333333333333,0.3611111111111111,3,0.7333333333333333
magnon-artaxerxe,Artaxerxe,Tragedy,True,0.6,2,0.9,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,0.9523809523809523,2,0.9523809523809524
magnon-jeanne-de-naples,Jeanne de Naples,Tragedy,True,0.7333333333333333,2,0.8222222222222223,0.8,2,0.9,0.8,2,0.9,0.6785714285714286,2,0.8422619047619048,0.6388888888888888,2,0.8261904761904763
magnon-sejanus,Séjanus,Tragedy,True,0.5,3,0.4666666666666667,0.47619047619047616,3,0.7380952380952381,0.4222222222222222,4,0.7233333333333334,0.5818181818181818,3,0.7463203463203463,0.5818181818181818,3,0.7463203463203463
magnon-tamerlan,Tamerlan,Tragedy,True,0.5,3,0.4666666666666667,0.4166666666666667,4,0.6444444444444444,0.4222222222222222,3,0.6123809523809524,0.45454545454545453,3,0.5805194805194805,0.3939393939393939,4,0.5043650793650793
magnon-zenobie,"Zénobie, Reine de Palmire",Tragedy,True,0.8666666666666667,2,0.9,0.8571428571428571,2,0.9142857142857144,0.5777777777777777,2,0.7186507936507937,0.6444444444444445,2,0.7793650793650794,0.6666666666666666,2,0.7797619047619048
mairet-sophonisbe,Sophonisbe,Tragedy,True,0.5,3,0.4666666666666667,0.5333333333333333,3,0.5833333333333334,0.42857142857142855,4,0.45833333333333337,0.3090909090909091,4,0.5731601731601731,0.36363636363636365,4,0.583982683982684
mareschala-jugement,Le Jugement Equitable de Charles le Hardy Dernier Duc de Bourgogne,Tragedy,True,0.47619047619047616,3,0.5095238095238095,0.4722222222222222,3,0.5920634920634921,0.5333333333333333,3,0.6888095238095239,0.5333333333333333,3,0.6888095238095239,0.6,3,0.7085714285714286
mareschala-railleur,Le Railleur,Comedy,True,0.6,2,0.9,0.5357142857142857,2,0.8851190476190476,0.6071428571428571,2,0.8470238095238095,0.9642857142857143,2,0.9642857142857142,0.9642857142857143,2,0.9642857142857142
mareschala-veritable-capitaine-matamore,Le Véritable Capitan Matamore ou Le Fanfaron,Comedy,True,0.7333333333333333,2,0.8666666666666667,0.6190476190476191,2,0.8476190476190476,0.5555555555555556,2,0.8476190476190476,0.6666666666666666,2,0.7597883597883598,0.8611111111111112,2,0.9404761904761904
marivaux-annibal,Annibal,Tragedy,True,0.4,3,0.0,0.2857142857142857,4,0.10416666666666666,0.32142857142857145,4,0.16666666666666666,0.32142857142857145,4,0.16666666666666666,0.35714285714285715,3,0.25
marivaux-serments-indiscrets,Les Serments Indiscrets,Comedy,True,0.8,2,0.8666666666666666,0.6071428571428571,3,0.7833333333333333,0.7857142857142857,2,0.8702380952380953,0.8214285714285714,2,0.8904761904761904,0.8571428571428571,2,0.9285714285714286
moliere-amants-magnifiques,Les Amants Magnifiques,Comedy,False,1.0,1,1.0,0.7857142857142857,2,0.8392857142857143,0.6666666666666666,3,0.8042328042328042,0.4909090909090909,3,0.6049783549783551,0.4909090909090909,3,0.6049783549783551
moliere-avare,L'Avare,Comedy,True,0.6,2,0.6,0.5714285714285714,2,0.7714285714285715,0.6727272727272727,2,0.8493506493506494,0.6727272727272727,2,0.8493506493506494,0.6153846153846154,2,0.8334276834276834
moliere-bourgeois-gentilhomme,Le Bourgeois Gentilhomme,Comedy,False,0.8636363636363636,2,0.9727272727272727,0.5666666666666667,3,0.9173430735930735,0.31521739130434784,4,0.8745215311004785,0.2792022792022792,4,0.8527229971674416,0.29914529914529914,4,0.8875011908828334
moliere-depit-amoureux,Le Dépit Amoureux,Comedy,True,0.7,2,0.8,0.28888888888888886,3,0.4,0.38181818181818183,3,0.5504329004329004,0.41818181818181815,3,0.6712121212121213,0.6212121212121212,3,0.8379629629629629
moliere-dom-garcie-de-navarre,Don Garcie de Navarre,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.7,2,0.7666666666666666,0.6,2,0.75,0.5357142857142857,3,0.7125,0.5714285714285714,3,0.7083333333333334
moliere-dom-juan,Don Juan ou Le Festin de Pierre,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.5,2,0.7041666666666667,0.36363636363636365,3,0.7297979797979799,0.25833333333333336,3,0.7826236263736264,0.2426470588235294,3,0.7937297996121525
moliere-ecole-des-femmes,L'Ecole des Femmes,Comedy,True,0.4,2,0.35000000000000003,0.4,2,0.35000000000000003,0.4,2,0.35000000000000003,0.42857142857142855,2,0.4571428571428572,0.6388888888888888,2,0.8595238095238096
moliere-etourdi,L'Etourdi,Comedy,True,0.47619047619047616,2,0.5619047619047619,0.4722222222222222,2,0.7616402116402116,0.4222222222222222,2,0.7677777777777778,0.4444444444444444,2,0.7705555555555555,0.6181818181818182,2,0.850937950937951
moliere-femmes-savantes,Les Femmes Savantes,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.42857142857142855,3,0.8,0.6727272727272727,2,0.8561327561327562,0.6363636363636364,2,0.8349867724867726,0.6794871794871795,2,0.856021756021756
moliere-festin-de-pierre,Don Juan,Comedy,True,0.6666666666666666,2,0.5833333333333334,0.5,2,0.7041666666666667,0.36363636363636365,3,0.7297979797979799,0.25833333333333336,3,0.7826236263736264,0.2426470588235294,3,0.7937297996121525
moliere-misanthrope,Le Misanthrope,Comedy,True,1.0,1,1.0,0.6111111111111112,2,0.8597883597883598,0.5555555555555556,2,0.8399206349206348,0.4909090909090909,2,0.84011544011544,0.6545454545454545,2,0.8907647907647906
moliere-tartuffe,Le Tartuffe,Comedy,True,0.8095238095238095,2,0.9238095238095239,0.7142857142857143,2,0.8797619047619047,0.6944444444444444,2,0.8150793650793651,0.75,2,0.8775132275132275,0.8,2,0.908080808080808
pousset-de-montauban-zenobie,Zénobie Reine d'Arménie,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.7619047619047619,2,0.8095238095238095,0.7619047619047619,2,0.8095238095238095,0.8055555555555556,2,0.8611111111111112,0.6727272727272727,2,0.8051948051948052
monchretien-ecossaise-1604,Tragédie de la Reine d'Ecosse,Tragedy,True,1.0,1,1.0,1.0,1,1.0,0.4642857142857143,1,1.0,0.4642857142857143,1,1.0,0.35555555555555557,2,0.9466666666666667
montchretien-aman,Aman,Tragedy,True,1.0,1,1.0,0.8333333333333334,2,0.8333333333333333,0.5555555555555556,2,0.8994708994708994,0.5333333333333333,2,0.8369047619047618,0.5757575757575758,2,0.8588985088985089
montchretien-carthaginoise,La Carthaginoise,Tragedy,True,1.0,1,1.0,0.8,2,0.8666666666666666,0.6190476190476191,2,0.7714285714285715,0.5,2,0.7470899470899471,0.4666666666666667,2,0.7380952380952381
montchretien-david,David,Tragedy,True,1.0,1,1.0,0.8333333333333334,2,0.8333333333333333,1.0,1,1.0,0.8,2,0.8666666666666666,0.6190476190476191,2,0.8476190476190476
montchretien-hector,Hector,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.7619047619047619,2,0.8095238095238095,0.5555555555555556,2,0.8015873015873016,0.7111111111111111,2,0.8567460317460318,0.7777777777777778,2,0.8615079365079366
montchretien-lacenes,Les Lacènes,Tragedy,True,1.0,1,1.0,0.5714285714285714,2,0.9285714285714286,0.509090909090909,2,0.8935064935064936,0.4696969696969697,2,0.8814935064935066,0.3956043956043956,2,0.8649398220826792
montgaudier-natalie,Natalie,Tragedy,True,0.8,2,0.8666666666666666,0.6071428571428571,3,0.8166666666666667,0.7142857142857143,2,0.8607142857142858,0.7142857142857143,2,0.8607142857142858,0.5833333333333334,2,0.7478835978835979
nadal-antiochus,Antiochus,Tragedy,True,0.26666666666666666,3,0.0,0.3333333333333333,4,0.33333333333333337,0.26666666666666666,4,0.2633333333333333,0.3090909090909091,4,0.3896103896103896,0.36363636363636365,3,0.7292207792207793
nadal-herode,Hérode,Tragedy,True,0.5,2,0.4333333333333333,0.4642857142857143,4,0.5208333333333334,0.4166666666666667,4,0.5518518518518518,0.35555555555555557,4,0.4633333333333334,0.36363636363636365,4,0.5688311688311688
nadal-mariamne,Mariamne,Tragedy,True,0.3333333333333333,3,0.0,0.42857142857142855,3,0.4523809523809524,0.4642857142857143,3,0.7166666666666667,0.5357142857142857,3,0.775,0.4722222222222222,3,0.7481481481481481
nadal-osarphis-moise,Osarphis,Tragedy,True,0.4,3,0.3611111111111111,0.3055555555555556,4,0.2074074074074074,0.3055555555555556,4,0.2074074074074074,0.3333333333333333,3,0.337037037037037,0.3888888888888889,3,0.5502645502645502
nadal-saul,Saül,Tragedy,True,0.7,2,0.7,0.5238095238095238,3,0.6523809523809524,0.5,3,0.6625,0.4444444444444444,3,0.6126984126984127,0.5555555555555556,3,0.7296296296296296
nivelle-ecole-des-amis,Ecole des Amis,Comedy,True,0.8,2,0.8666666666666666,0.7333333333333333,2,0.7111111111111111,0.6190476190476191,3,0.6761904761904762,0.7142857142857143,2,0.819047619047619,0.6428571428571429,2,0.830952380952381
nivelle-ecole-meres,L'Ecole des Mères,Comedy,True,0.6,3,0.5333333333333333,0.3717948717948718,3,0.6822344322344323,0.44871794871794873,3,0.7264957264957265,0.47435897435897434,3,0.7521367521367522,0.5,3,0.8149961149961149
nivelle-gouvernante,La Gouvernante,Comedy,True,0.4,4,0.0,0.42857142857142855,3,0.3333333333333333,0.5714285714285714,3,0.5333333333333333,0.6666666666666666,2,0.7095238095238096,0.7619047619047619,2,0.8666666666666666
nivelle-prejuge-a-la-mode,Le Préjugé à la Mode,Comedy,True,0.6,2,0.6777777777777777,0.75,2,0.8708333333333333,0.6388888888888888,2,0.7537037037037037,0.6944444444444444,2,0.7817460317460317,0.5454545454545454,2,0.7835497835497836
nericault-glorieux,Le Glorieux,Comedy,True,0.5333333333333333,2,0.6055555555555555,0.37777777777777777,3,0.41380952380952374,0.4888888888888889,3,0.5366666666666666,0.5555555555555556,3,0.6438095238095238,0.5818181818181818,3,0.6915584415584416
pacaroni-bajazet-premier,Bajazet Premier,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.38095238095238093,4,0.3333333333333333,0.47619047619047616,3,0.47619047619047616,0.47619047619047616,3,0.47619047619047616,0.47619047619047616,3,0.47619047619047616
palaprat-le-muet,Le Muet,Comedy,True,0.4666666666666667,2,0.7000000000000001,0.3181818181818182,2,0.7484848484848485,0.4393939393939394,2,0.7209235209235209,0.5151515151515151,2,0.8107082732082732,0.6410256410256411,3,0.8156954156954157
palissot-ninus,Ninus Second,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.5357142857142857,3,0.6166666666666667,0.5714285714285714,3,0.5833333333333333,0.6428571428571429,3,0.725,0.6785714285714286,3,0.7375
pellegrin-tibere,Tibère,Tragedy,True,0.4,4,0.27777777777777773,0.3055555555555556,4,0.35185185185185186,0.3611111111111111,4,0.3851851851851852,0.5,3,0.6603174603174603,0.5277777777777778,3,0.7174603174603175
piron-ecole-peres,L'Ecole des Pères,Comedy,True,0.8,2,0.8666666666666666,0.6388888888888888,2,0.8150793650793651,0.8666666666666667,2,0.8976190476190476,0.8666666666666667,2,0.8976190476190476,0.9111111111111111,2,0.9444444444444444
piron-gustave-wasa,Gustave Wasa,Tragedy,True,0.4,3,0.3611111111111111,0.38095238095238093,3,0.3095238095238095,0.4642857142857143,3,0.32499999999999996,0.5714285714285714,2,0.6035714285714285,0.5714285714285714,2,0.6035714285714285
piron-metromanie,La Métromanie ou Le Poète Comédie en Cinq Actes et en vers,Comedy,True,0.6,2,0.3333333333333333,0.5238095238095238,3,0.3333333333333333,0.5714285714285714,2,0.49523809523809526,0.6190476190476191,2,0.7952380952380952,0.6666666666666666,2,0.8476190476190476
plaute-amphitryon,Amphitryon,Comedy,False,1.0,1,1.0,0.6,2,0.6777777777777777,0.8666666666666667,2,0.9,0.8666666666666667,2,0.9,0.6666666666666666,2,0.7333333333333334
plaute-aululaire,L'Aululaire Traduction Sommer,Comedy,False,1.0,1,0.0,0.32142857142857145,4,0.3958333333333333,0.32142857142857145,4,0.3958333333333333,0.3111111111111111,4,0.53,0.36363636363636365,3,0.69004329004329
poinsinet-ajax,Ajax,Tragedy,True,0.26666666666666666,3,0.0,0.2222222222222222,4,0.2592592592592593,0.3333333333333333,4,0.36666666666666664,0.3333333333333333,4,0.35333333333333333,0.35555555555555557,4,0.46333333333333326
prade-arsace,"Arsace, Roi des Parthes",Tragedy,True,0.3333333333333333,4,0.0,0.6666666666666666,3,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,0.6666666666666666,3,0.6666666666666666,0.8,2,0.8444444444444444
pradon-mort-de-bajazet,Tamerlan ou La Mort de Bajazet,Tragedy,True,0.5,2,0.0,0.4666666666666667,3,0.4444444444444444,0.6,2,0.6777777777777777,0.6666666666666666,2,0.8333333333333334,0.5238095238095238,3,0.6428571428571429
pradon-phedre,Phèdre et Hippolyte,Tragedy,True,0.5,3,0.0,0.4666666666666667,3,0.38888888888888884,0.5333333333333333,3,0.5,0.42857142857142855,3,0.35714285714285715,0.5,3,0.6708333333333334
pradon-regulus,Régulus,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.5333333333333333,3,0.5833333333333334,0.47619047619047616,3,0.6142857142857142,0.7619047619047619,2,0.8095238095238095,0.5833333333333334,2,0.6738095238095237
pradon-scipion,Scipion l'Africain,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.3333333333333333,4,0.23809523809523808,0.2777777777777778,5,0.2037037037037037,0.28888888888888886,5,0.4166666666666667,0.35555555555555557,3,0.6
pradon-statira,Statira,Tragedy,True,0.5333333333333333,2,0.5499999999999999,0.42857142857142855,3,0.6041666666666666,0.5357142857142857,3,0.7083333333333334,0.5714285714285714,3,0.7,0.6071428571428571,3,0.8
puget-de-la-serre-le-pyrame,Le Pyrame,Tragedy,True,0.2,1,0.0,0.2222222222222222,4,0.16666666666666666,0.3333333333333333,3,0.4666666666666667,0.35555555555555557,3,0.54,0.35555555555555557,3,0.54
puget-de-la-serre-martyre-sainte-catherine,Le Martyre de Sainte Catherine,Tragedy,True,0.3333333333333333,3,0.5238095238095238,0.24444444444444444,4,0.5833333333333333,0.28888888888888886,3,0.63,0.32727272727272727,3,0.6484848484848484,0.36363636363636365,3,0.7463203463203463
puget-de-la-serre-pandoste-i,Pandoste ou La Princesse Malheureuse,Tragedy,True,1.0,1,1.0,0.8333333333333334,2,0.8333333333333333,0.5714285714285714,2,0.7714285714285715,0.35555555555555557,2,0.7019047619047619,0.19166666666666668,3,0.6556547619047619
puget-de-la-serre-pandoste-ii,Pandoste [ii] ou La Princesse Malheureuse,Tragedy,True,0.3333333333333333,4,0.0,0.3111111111111111,3,0.42000000000000004,0.4222222222222222,4,0.4766666666666667,0.4222222222222222,4,0.4766666666666667,0.3333333333333333,5,0.6227106227106227
puget-de-la-serre-sac-de-carthage,Le Sac de Carthage,Tragedy,True,0.7,2,0.7,0.37777777777777777,3,0.5633333333333332,0.4222222222222222,3,0.5633333333333334,0.38461538461538464,3,0.6568027210884353,0.3956043956043956,3,0.6427437641723356
puget-de-la-serre-thesee,Thésée ou Le Prince Reconnu,Tragedy,True,0.4,1,1.0,0.5238095238095238,3,0.7000000000000001,0.4642857142857143,3,0.6125,0.41818181818181815,3,0.6909090909090909,0.3787878787878788,3,0.6944444444444445
puget-de-la-serre-thomas-morus,Thomas Morus,Tragedy,True,0.5,3,0.0,0.5333333333333333,3,0.5833333333333334,0.41818181818181815,4,0.5499999999999999,0.42424242424242425,3,0.692989417989418,0.42424242424242425,3,0.692989417989418
pure-ostorius,Ostorius,Tragedy,True,0.3,2,0.0,0.42857142857142855,3,0.3333333333333333,0.8571428571428571,2,0.8857142857142858,0.9523809523809523,2,0.9523809523809524,0.9523809523809523,2,0.9523809523809524
pechantre-geta,Geta,Tragedy,True,0.6666666666666666,2,0.5833333333333334,0.8,2,0.8666666666666666,0.47619047619047616,3,0.5095238095238095,0.5714285714285714,3,0.6,0.5,2,0.6291666666666667
quinault-astrate,Astrate Roi de Tyr,Tragedy,True,0.3333333333333333,3,0.0,0.38095238095238093,3,0.2857142857142857,0.3611111111111111,3,0.43333333333333335,0.35555555555555557,3,0.5900000000000001,0.4,3,0.5714285714285714
quinault-atys,Atys,Tragedy,False,0.7619047619047619,2,0.8095238095238095,0.5277777777777778,3,0.5925925925925926,0.35,3,0.8511904761904762,0.2717391304347826,4,0.8353715728715728,0.2438423645320197,4,0.840886125368884
quinault-bellerophon,Bellérophon,Tragedy,True,0.4,3,0.0,0.3333333333333333,4,0.0,0.38095238095238093,4,0.23809523809523808,0.42857142857142855,3,0.4166666666666667,0.6071428571428571,3,0.7083333333333334
quinault-comedie-sans-comedie,La Comédie sans Comédie,Comedy,True,0.8571428571428571,2,0.9047619047619048,0.3904761904761905,2,0.886984126984127,0.26666666666666666,2,0.9192743764172335,0.19692307692307692,2,0.9091575091575093,0.13825757575757575,2,0.8466089466089466
quinault-les-rivales,Les Rivales,Comedy,True,0.6666666666666666,3,0.6666666666666666,0.5,3,0.6583333333333333,0.4722222222222222,3,0.6846560846560847,0.5277777777777778,3,0.7354497354497355,0.6944444444444444,3,0.7936507936507937
quinault-mere-coquette,La Mère Coquette,Comedy,True,0.7,2,0.7,0.5714285714285714,3,0.5619047619047619,0.6190476190476191,2,0.7095238095238096,0.6071428571428571,2,0.7220238095238095,0.75,2,0.8708333333333333
quinault-proserpine,Proserpine,Tragedy,False,0.25,3,0.2708333333333333,0.34615384615384615,4,0.5426739926739926,0.29523809523809524,4,0.5111111111111111,0.20526315789473684,4,0.5316269841269842,0.1737891737891738,4,0.5904761904761905
quinault-thesee,Thésée,Tragedy,False,0.4090909090909091,3,0.683068783068783,0.23529411764705882,5,0.5358024691358024,0.24561403508771928,5,0.6033416875522138,0.19367588932806323,4,0.6710144927536232,0.20923076923076922,4,0.7244449994449995
racine-alexandre-66,Alexandre le Grand,Tragedy,True,0.5,3,0.0,0.7,2,0.7666666666666666,0.7333333333333333,2,0.7111111111111111,0.8,2,0.7277777777777777,1.0,1,1.0
racine-alexandre,Alexandre le Grand,Tragedy,True,0.5,3,0.0,0.7,2,0.7666666666666666,0.7333333333333333,2,0.7111111111111111,0.8,2,0.7277777777777777,1.0,1,1.0
racine-andromaque-68,Andromaque,Tragedy,True,0.4,3,0.0,0.2857142857142857,4,0.0,0.39285714285714285,3,0.375,0.42857142857142855,3,0.47916666666666663,0.4642857142857143,3,0.525
racine-andromaque,Andromaque,Tragedy,True,0.4,3,0.0,0.2857142857142857,4,0.0,0.39285714285714285,3,0.375,0.42857142857142855,3,0.47916666666666663,0.42857142857142855,3,0.47916666666666663
racine-athalie,Athalie,Tragedy,True,0.6666666666666666,2,0.0,0.3888888888888889,3,0.6925925925925926,0.4090909090909091,3,0.6276455026455027,0.3956043956043956,3,0.6319727891156462,0.4175824175824176,3,0.6405895691609977
racine-bajazet,Bajazet,Tragedy,True,0.4,4,0.0,0.5333333333333333,3,0.5,0.42857142857142855,3,0.35714285714285715,0.47619047619047616,3,0.5095238095238095,0.5238095238095238,2,0.6666666666666667
racine-berenice,Bérénice,Tragedy,True,0.5,3,0.0,0.3333333333333333,4,0.33333333333333337,0.42857142857142855,3,0.619047619047619,0.5238095238095238,2,0.6666666666666667,0.5238095238095238,2,0.6666666666666667
racine-britannicus,Britannicus,Tragedy,True,0.4,3,0.0,0.38095238095238093,4,0.38095238095238093,0.47619047619047616,3,0.42857142857142855,0.5238095238095238,3,0.6428571428571429,0.7142857142857143,2,0.8380952380952381
racine-iphigenie,Iphigénie,Tragedy,True,0.5,2,0.4333333333333333,0.3055555555555556,4,0.28148148148148144,0.5,4,0.6037037037037037,0.5,4,0.6037037037037037,0.5111111111111111,3,0.6971428571428572
racine-mithridate,Mithridate,Tragedy,True,0.7,2,0.7,0.6,2,0.5,0.7333333333333333,2,0.8222222222222223,0.5714285714285714,3,0.6666666666666667,0.7619047619047619,2,0.7238095238095238
racine-phedre-77,Phèdre et Hippolyte,Tragedy,False,0.5,3,0.4666666666666667,0.42857142857142855,4,0.5714285714285714,0.39285714285714285,4,0.6,0.42857142857142855,4,0.6333333333333333,0.5357142857142857,3,0.6625
racine-phedre,Phèdre (1697),Tragedy,False,0.5,3,0.4666666666666667,0.42857142857142855,4,0.5714285714285714,0.39285714285714285,4,0.6,0.42857142857142855,4,0.6333333333333333,0.5357142857142857,3,0.6625
racine-thebaide-64,La Thébaïde,Tragedy,True,0.6,2,0.6,0.5357142857142857,2,0.7684523809523809,0.5555555555555556,2,0.828042328042328,0.6666666666666666,2,0.8391534391534391,0.6944444444444444,2,0.8441798941798941
racine-thebaide,La Thébaïde,Tragedy,True,0.6,2,0.6,0.5357142857142857,2,0.7684523809523809,0.5555555555555556,2,0.828042328042328,0.6111111111111112,2,0.8169312169312168,0.6388888888888888,2,0.7854497354497354
dufresny-regnard-chinois,"Les Chinois, Comédie en Quatre Actes",Comedy,True,0.3333333333333333,3,0.3888888888888889,0.16666666666666666,3,0.47222222222222227,0.23076923076923078,3,0.5435897435897435,0.25274725274725274,3,0.6261904761904761,0.23529411764705882,3,0.665219421101774
regnard-democrite,Démocrite,Comedy,True,0.8666666666666667,2,0.9,0.4444444444444444,3,0.6716666666666666,0.4888888888888889,3,0.6516666666666666,0.5333333333333333,3,0.7038095238095238,0.7555555555555555,2,0.9043650793650795
regnard-distrait,"Le Distrait, Comédie",Comedy,True,0.8,2,0.8666666666666666,0.5357142857142857,3,0.7916666666666666,0.5111111111111111,3,0.6528571428571428,0.5555555555555556,3,0.6628571428571429,0.6444444444444445,2,0.775
regnard-joueur,Le Joueur,Comedy,True,0.5,3,0.3333333333333333,0.2564102564102564,5,0.3358974358974359,0.25833333333333336,4,0.48368055555555556,0.275,4,0.4579365079365079,0.3416666666666667,4,0.5180059523809524
regnard-legataire,"Le Légataire Universel, Comédie",Comedy,True,0.6666666666666666,2,0.8476190476190476,0.5555555555555556,2,0.8473809523809523,0.5777777777777777,2,0.8481746031746031,0.5,2,0.8393518518518519,0.5454545454545454,2,0.8355820105820105
regnard-menechmes,"Les Ménechmes, ou Les Jumeaux",Comedy,False,1.0,1,1.0,0.32142857142857145,3,0.7083333333333334,0.3888888888888889,2,0.8925925925925926,0.41818181818181815,2,0.8593073593073594,0.5,2,0.9642857142857143
regnard-sapor,"Sapor, Tragédie",Tragedy,True,0.6666666666666666,2,0.0,0.4,3,0.0,0.47619047619047616,3,0.6142857142857142,0.5238095238095238,3,0.6523809523809524,0.7142857142857143,2,0.8571428571428571
barquebois-rapiniere,La Rapinière,Comedy,True,0.3090909090909091,3,0.7151515151515151,0.4696969696969697,3,0.6876322751322751,0.44871794871794873,3,0.6917582417582419,0.44871794871794873,3,0.6917582417582419,0.44166666666666665,3,0.7733585858585859
ronsin-aretaphile,Arétaphile ou La Révolution de Cyrene,Tragedy,True,1.0,1,1.0,0.6,2,0.8666666666666666,0.5714285714285714,2,0.8666666666666666,0.6071428571428571,2,0.8125,0.6428571428571429,2,0.8333333333333334
rostand-cyrano,Cyrano de Bergerac,Comedy,True,0.5124378109452736,3,0.8612016478157033,0.29178800232964475,3,0.883318474057106,0.2651436483212184,3,0.8798398753239174,0.23085399449035812,3,0.870548903351918,0.21147356580427445,4,0.8682701300533389
rotrou-antigone,Antigone,Tragedy,True,0.2727272727272727,3,0.8787878787878788,0.44871794871794873,3,0.8626373626373626,0.4175824175824176,3,0.8257369614512472,0.40441176470588236,3,0.8014949103184398,0.39869281045751637,3,0.7984780651447319
rotrou-bague-de-l-oubli,La Bague de l'Oubli,Comedy,True,0.2857142857142857,4,0.0,0.36363636363636365,4,0.6198412698412699,0.48717948717948717,3,0.6804639804639805,0.42857142857142855,3,0.7036123136123137,0.5073529411764706,3,0.7643676584853055
rotrou-belisaire,Le Bélissaire,Tragedy,True,0.5833333333333334,3,0.7671957671957672,0.5777777777777777,3,0.7747619047619048,0.6,3,0.8,0.6222222222222222,3,0.880952380952381,0.6222222222222222,3,0.880952380952381
rotrou-belle-alphrede,La Belle Alphrède,Comedy,True,0.5333333333333333,3,0.5833333333333334,0.5,3,0.5777777777777778,0.39166666666666666,3,0.7783955627705628,0.39166666666666666,3,0.7783955627705628,0.3508771929824561,3,0.8207462472168355
rotrou-captifs,Les Captifs,Comedy,True,0.4,1,0.6,0.42857142857142855,3,0.6666666666666666,0.4444444444444444,2,0.6919047619047619,0.4666666666666667,2,0.6754761904761905,0.5054945054945055,2,0.8208660387231815
rotrou-cosroes,Cosroës,Tragedy,True,0.6,2,0.8666666666666666,0.5714285714285714,2,0.8666666666666666,0.4166666666666667,3,0.5814814814814815,0.4,3,0.6478354978354979,0.41818181818181815,3,0.6722943722943723
