name,id,wikidataId,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,digitalSource,originalSourcePublisher,originalSourcePubPlace,originalSourceYear,originalSourceNumberOfPages,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,datePremiered,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numOfPersonGroups,numConnectedComponents,numEdges,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,numOfScenes,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"chevalier-amours-de-calotin","fre000301","","Chevalier","0","Les Amours de Calotin","Comédie en Trois Actes et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_AMOURSDECALOTIN.xml","","","","","1664","30","false","0.8587756687756689","0.36551724137931035","1.8735632183908046","climene|rosette","10.6","3","","1665","1664","21","30","5","16","9","0","1","159","","23","","3","23","11377","10091","37","2","960"
"chevalier-barbons-amoureux","fre000302","","Chevalier","0","Les Barbons Amoureux et Rivaux de leurs Fils.","Comédie en Trois Actes et en vers","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_BARBONSAMOUREUX.xml","","","","","1663","10","false","0.8401587301587302","0.7111111111111111","1.288888888888889","guillot|ragotin","6.4","2","","","1663","9","10","4","6","0","0","1","32","","25","","3","25","10947","9554","104","0","854"
"chevalier-cartel-de-guillot","fre000303","","Chevalier","0","Le Cartel de Guillot","Ou le Combat Ridicule.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_CARTELDEGUILLOT.xml","","","","","1682","4","false","1","1","1","several characters","3","1","","","1682","3","4","1","2","1","0","1","6","","9","","1","9","5520","5431","47","0","674"
"chevalier-desolation-des-filous","fre000304","","Chevalier","0","La Désolation des Filous sur la Défense des Armes","Ou les Malades qui se Portent Bien","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_DESOLATIONDESFILOUS.xml","","","","","1665","6","false","0.8055555555555555","0.6666666666666666","1.3333333333333333","le-chevalier-de-l-industrie","3.3333333333333335","2","","1665","1683","5","6","0","5","1","0","1","10","","11","","1","11","5579","4993","146","0","722"
"chevalier-disgrace-des-domestiques","fre000305","","Chevalier","0","La Disgrâce des Domestiques Comédie Représentée sur le Théâtre Royal du Marais.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_DISGRACEDESDOMESTIQUES.xml","","","","","1663","5","false","0.9","0.9","1.1","guillot|policarpe|angelique","3.6","2","","","1663","4","5","2","3","0","0","1","9","","12","","1","12","6081","5433","29","0","700"
"chevalier-galants-ridicules","fre000306","","Chevalier","0","Les Galants Ridicules","Ou les Amours de Guillot et de Ragotin.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_GALANTSRIDICULES.xml","","","","","1672","8","false","0.6958333333333333","0.7142857142857143","1.2857142857142858","several characters","5","2","","","1672","6","8","2","5","1","0","1","20","","16","","1","16","5697","5134","30","0","673"
"chevalier-intrigue-des-carrosses","fre000307","","Chevalier","0","L'Intrigue des Carosses à Cinq sous","Comédie en Trois Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_INTRIGUEDESCARROSSES.xml","","","","","1663","10","false","0.7521428571428571","0.5555555555555556","1.4666666666666666","lucrece|guillot","5","3","","1665","1663","8","10","4","4","2","0","1","25","","23","","0","23","10872","9519","22","0","943"
"chevalier-pedagogue-amoureux","fre000308","","Chevalier","0","Le Pédagogue Amoureux","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVALIER_PEDAGOGUEAMOUREUX.xml","","","","","1665","13","false","0.8204240204240203","0.6538461538461539","1.3717948717948718","isidore","7.846153846153846","3","","","1665","11","13","7","5","1","0","1","51","","45","","5","45","16357","15400","53","0","1588"
"chevreau-avocat-dupe","fre000309","","Chevreau","0","L'Avocat Dupé","Comédie.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVREAU_AVOCATDUPE.xml","","","","","1637","9","false","0.8380952380952381","0.5833333333333334","1.4444444444444444","mainalte|atalante","4.666666666666667","3","","1637","1637","7","9","2","6","1","0","1","21","","28","","5","28","18272","15801","1123","0","1660"
"chevreau-coriolan","fre001861","","Chevreau","0","Coriolan","Tragédie.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVREAU_CORIOLAN.xml","","","","","1638","15","false","0.706031746031746","0.23809523809523808","2.1904761904761907","coriolan","3.3333333333333335","4","","1638","1638","7","15","2","6","7","0","1","25","","27","","0","27","14396","13202","61","0","1510"
"chevreau-la-lucrece-romaine","fre001862","","Chevreau","0","La Lucrèce Romaine","Tragédie.","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CHEVREAU_LUCRECE.xml","","","","","1637","11","false","0.5904761904761905","0.43636363636363634","1.8181818181818181","lucrece","4.363636363636363","4","","1637","1637","7","11","8","3","0","0","1","24","","23","","0","23","17103","14334","1158","0","1580"
"cinq-auteurs-aveugle-de-smyrne","fre000310","","Corneille","4","L'Aveugle de Smyrne","Tragi-Comédie en Cinq Actes","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CINQAUTEURS_AVEUGLEDESMYRNE.xml","","","","","1638","11","false","0.8604617604617605","0.6909090909090909","1.309090909090909","atlante","6.909090909090909","2","","1639","1638","10","11","5","5","1","0","1","38","","20","","0","20","17979","16932","30","0","1846"
"cinq-auteurs-comedie-des-tuileries","fre000311","","Corneille","4","La Comédie des Thuileries","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CINQAUTEURS_COMEDIEDESTUILERIES.xml","","","","","1638","16","false","0.6788194444444444","0.4166666666666667","1.6285714285714286","asphalte|arbaze|melinde","6.25","3","","1639","1638","10","16","4","6","6","0","2","50","","29","","0","29","19976","19197","242","0","2094"
"clairville-siraudin-moreau-la-societe-du-doigt-dans-l-oeil","fre001863","","Siraudin","2","La Société du Doigt dans l'Oeil","Comédie-Vaudeville en un Acte","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CLAIRVILLE-SIRAUDIN-MOREAU_SOCIETEDUDOIGTDANSLOEIL.xml","","","","","1860","5","false","0.8666666666666666","0.8","1.2","duverdier|louise","3.2","2","","","1860","4","5","1","3","0","0","1","8","","18","","0","18","6644","6431","367","420","155"
"claretie-valentin","fre000312","","Claretie","0","Valentin","Comédie en un Acte","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CLARETIE_VALENTIN.xml","","","","","1881","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","la-comtesse|le-comte","2.5","2","","","1881","3","4","1","2","1","0","1","5","","7","","1","7","4152","4009","280","148","0"
"clemenceau-le-voile-du-bonheur","fre001651","","Clémenceau","1","Le Voile du Bonheur","Pièce en un Acte.","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CLEMENCEAU_VOILEDUBONHEUR.xml","","","","","1901","7","false","0.8238095238095239","0.6190476190476191","1.380952380952381","tchang-i|li-kiang","3.7142857142857144","2","1902-11-04","1902","1901","6","7","1","6","0","0","1","13","","15","","0","15","12644","12298","706","323","0"
"colardeau-astarbe","fre000313","","Colardeau","0","Astarbe","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLARDEAU_ASTARBE.xml","","","","","1758","9","false","0.6486772486772486","0.5555555555555556","1.5","astarbe","4.444444444444445","3","1758-02-27","1758","1758","7","9","2","7","0","0","1","20","","29","","5","29","12830","12259","71","0","1362"
"colle-accidents","fre000315","","Collé","0","Les Accidents ou Les Abbés, Comédie.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_ACCIDENTS.xml","","","","","1769","7","false","0.8666666666666668","0.8095238095238095","1.1904761904761905","la-comtesse|lafleur","4.857142857142857","2","1769-08-09","1769","1909","6","7","2","3","2","0","1","17","","25","","0","25","9442","9198","135","278","58"
"colle-alfonse","fre000316","","Collé","0","Alfonse Dit l'Impuissant, Tragédie en un Acte","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_ALFONSE.xml","","","","","1737","4","false","0.8333333333333333","0.8333333333333334","1.1666666666666667","alcimadure|alvares","2.5","2","","1737","1740","3","4","1","3","0","0","1","5","","11","","1","11","4268","4039","88","0","448"
"colle-cocatrix","fre000317","","Collé","0","Cocatrix, Tragédie Amphigourique.","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_COCATRIX.xml","","","","","1731","4","false","0","0.5","1.5","amatrox","1.5","2","","1731","1777","3","4","1","3","0","0","1","3","","5","","1","5","5590","4004","122","0","402"
"colle-esperance","fre000318","","Collé","0","L'Espérance, Prologue, en Vaudevilles et en Prose.","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_ESPERANCE.xml","","","","","1731","5","false","0.9","0.9","1.1","la-parade|leandre|l-esperance","3.6","2","","1731","1777","4","5","3","2","0","0","1","9","","6","","0","5","3279","3179","249","74","247"
"colle-ile-sonnante","fre000319","","Collé","0","L'Ile Sonnante, Opéra Comique en Trois Actes.","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_ILESONNANTE.xml","","","","","1731","10","true","0.8642857142857142","0.6888888888888889","1.3333333333333333","several characters","6.2","3","","1731","1768","8","10","3","4","3","0","1","31","","38","","2","38","6648","6053","296","86","674"
"colle-l-amant-anonyme","fre001653","","Collé","0","L'Amant Anonyme, Comédie","","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_AMANTANONYME.xml","","","","","1737","9","false","0.9365079365079363","0.8888888888888888","1.1111111111111112","several characters","7.111111111111111","2","","1737","1781","8","9","4","3","2","0","1","32","","28","","0","28","15753","15403","487","694","0"
"colle-scenes-detachees-de-la-guinguette","fre001864","","Collé","0","Scènes Détachées de la Guinguette","","","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_GUINGUETTE.xml","","","","","1755","5","false","0.8666666666666666","0.8","1.2","le-perruquier|tonton","3.2","2","","","1755","4","5","0","0","5","0","1","8","","2","","0","2","1185","989","124","56","0"
"colle-tanzai-et-neadarne","fre001865","","Collé","0","Tanzai et Neadarné, Tragi-Comédie","","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLE_TANZAINEADARNE.xml","","","","","1777","6","false","0.8222222222222223","0.7333333333333333","1.2666666666666666","moustache","3.6666666666666665","2","","","1777","5","6","1","3","2","0","1","11","","9","","0","9","4000","3560","130","0","374"
"collet-l-ile-deserte","fre001652","","Collet","0","L'Ile Déserte","Comédie en un Acte et en Vers.","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLET_ILEDESERTE.xml","","","","","1758","5","false","0.9","0.9","1.1","constance|silvie|timante","3.6","2","","","1758","4","5","2","2","1","0","1","9","","21","","0","20","5729","5401","130","0","563"
"colleville-sophie-derville","fre000314","Q123529870","Colleville","0","Sophie et Derville","Comédie en un Acte et en Prose","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/COLLEVILLE_SOPHIEDERVILLE.xml","","","","","1788","7","false","0.5095238095238095","0.47619047619047616","1.619047619047619","madame-dorsan","2.857142857142857","3","1788-01-08","1788","1788","5","7","3","2","2","0","1","10","","22","0","1","22","6848","6640","88","318","0"
"constant-wallstein","fre000320","","Constant","1","Wallstein","précédée de quelques réflexions sur le théâtre allemand et suivie de notes historiques","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CONSTANT_WALLSTEIN.xml","","","","","1809","15","false","0.8342775742775743","0.42857142857142855","1.6095238095238096","wallstein","6","3","","","1809","13","15","1","6","8","0","1","45","","44","","0","44","44160","24963","1137","0","2703"
"corneillep-agesilas","fre000321","Q2827379","Corneille","0","Agésilas","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_AGESILAS.xml","","","","","1666","9","false","0.725925925925926","0.6111111111111112","1.4444444444444444","lysander","4.888888888888889","3","1666-02-16","1666","1666","7","9","3","6","0","0","1","22","","28","5","5","28","19228","18419","28","0","2104"
"corneillep-andromede","fre000322","Q2846944","Corneille","0","Andromède","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_ANDROMEDE.xml","","","","","1650","25","false","0.6615548895548895","0.22333333333333333","2.204724409448819","le-choeur","5.36","5","1650-01-13","1650","1651","14","25","12","11","2","0","2","67","","30","5","5","30","20526","15898","1777","0","1772"
"corneillep-attila","fre000323","Q2870103","Corneille","0","Attila","Roi des Huns","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_ATTILA.xml","","","","","1667","7","false","0.8","0.6666666666666666","1.3333333333333333","honorie","4","2","1667-03-04","1667","1668","6","7","4","3","0","0","1","14","","27","5","5","27","17917","16894","11","0","1788"
"corneillep-cid","fre000324","Q637787","Corneille","0","Le Cid","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_CID.xml","","","","","1637","12","false","0.6075396825396825","0.3787878787878788","1.7878787878787878","chimene|don-fernand","4.166666666666667","3","1637-01-04","1637","1682","7","12","4","7","1","0","1","25","","32","52","5","32","21157","17640","9","0","1840"
"corneillep-cid-37","fre000325","Q637787","Corneille","0","Le Cid","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_CID37.xml","","","","","1637","12","false","0.5777777777777777","0.4393939393939394","1.696969696969697","chimene|don-fernand","4.833333333333333","3","1637-01-04","1637","1637","7","12","4","7","1","0","1","29","","32","52","5","32","18802","17857","36","0","1866"
"corneillep-cinna","fre000326","Q2972822","Corneille","0","Cinna (1682)","Ou la Clémence d'Auguste","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_CINNA.xml","","","","","1639","9","false","0.674074074074074","0.4722222222222222","1.6388888888888888","emilie|auguste","3.7777777777777777","3","","1639","1682","6","9","3","5","1","0","1","17","","20","20","5","20","18539","16231","25","0","1780"
"corneillep-cinna-43","fre000327","Q2972822","Corneille","0","Cinna","Ou la Clémence d'Auguste","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_CINNA43.xml","","","","","1639","9","false","0.674074074074074","0.4722222222222222","1.6388888888888888","emilie|auguste","3.7777777777777777","3","","1639","1643","6","9","3","5","1","0","1","17","","20","20","5","20","19074","16538","0","0","1780"
"corneillep-clitandre","fre000328","Q2979399","Corneille","0","Clitandre","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_CLITANDRE.xml","","","","","1632","16","false","0.5513888888888889","0.3","1.975","pymante|dorise","4.5","4","","1632","1682","9","16","2","14","0","0","1","36","","35","4","5","35","18357","14924","192","0","1624"
"corneillep-don-sanche","fre000329","Q15936594","Corneille","0","Don Sanche d'Aragon","Comédie Héroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_DONSANCHE.xml","","","","","1649","10","false","0.8456349206349205","0.7111111111111111","1.288888888888889","isabelle|leonor","6.4","2","","1649","1649","9","10","4","5","1","0","1","32","","27","4","5","27","17725","17410","88","1","1830"
"corneillep-galerie-du-palais","fre000330","Q15952083","Corneille","0","La Galerie du Palais","Ou l'Amie Rivale","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_GALERIEDUPALAIS.xml","","","","","1633","12","false","0.8301106301106301","0.7272727272727273","1.2727272727272727","florice|dorimant","8","2","","1633","1637","11","12","3","8","1","0","1","48","","54","4","5","54","17664","16627","3","0","1794"
"corneillep-heraclius","fre000331","Q3144997","Corneille","0","Héraclius, Empereur d'Orient","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_HERACLIUS.xml","","","","","1646","10","false","0.8595238095238095","0.7111111111111111","1.3111111111111111","several characters","6.4","3","","1646","1647","8","10","3","7","0","0","1","32","","28","4","0","28","22154","17821","94","2","1916"
"corneillep-horace","fre000332","Q2574569","Corneille","0","Horace","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_HORACE.xml","","","","","1639","10","false","0.6300000000000001","0.5333333333333333","1.5555555555555556","sabine|le-vieil-horace|horace","4.8","3","","1639","1641","7","10","3","6","1","0","1","24","","28","12","5","28","19188","17642","21","0","1784"
"corneillep-illusion-comique","fre000333","Q2281691","Corneille","0","L'Illusion Comique","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_ILLUSIONCOMIQUE.xml","","","","","1636","12","false","0.8017195767195768","0.42424242424242425","1.7575757575757576","isabelle","4.666666666666667","3","","1636","1639","9","12","2","10","0","0","1","28","","40","10","5","40","17361","15955","89","0","1688"
"corneillep-medee","fre000334","Q3332723","Corneille","0","Médée (1682)","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MEDEE.xml","","","","","1635","9","false","0.5111111111111111","0.4444444444444444","1.6666666666666667","jason","3.5555555555555554","3","","1635","1682","6","9","4","5","0","0","1","16","","26","16","5","26","17485","15384","91","0","1628"
"corneillep-medee-39","fre000335","Q3332723","Corneille","0","Médée","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MEDEE39.xml","","","","","1635","9","false","0.5111111111111111","0.4444444444444444","1.6666666666666667","jason","3.5555555555555554","3","","1635","1639","6","9","4","5","0","0","1","16","","25","16","5","25","16709","15944","13","0","1656"
"corneillep-melite","fre000336","Q16386962","Corneille","0","Mélite","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MELITE.xml","","","","","1642","9","false","0.8031746031746032","0.7777777777777778","1.2222222222222223","cloris","6.222222222222222","2","","1642","1682","8","9","3","5","1","0","1","28","","35","12","5","35","19864","17483","70","3","1822"
"corneillep-melite-33","fre000337","Q16386962","Corneille","0","Mélite ou Les Fausses Lettres","Pièce Comique","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MELITE33.xml","","","","","1633","8","false","0.7625","0.75","1.25","cloris","5.25","2","","1642","1633","7","8","2","4","2","0","1","21","","37","12","4","37","21417","19978","260","3","2020"
"corneillep-menteur","fre000338","Q3224493","Corneille","0","Le Menteur","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MENTEUR.xml","","","","","1644","10","false","0.7761904761904762","0.6666666666666666","1.3333333333333333","dorante","6","2","","1644","1644","9","10","4","6","0","0","1","30","","36","7","5","36","19004","17626","73","0","1804"
"corneillep-mort-pompee","fre000339","Q933030","Corneille","0","La Mort de Pompée","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_MORTPOMPEE.xml","","","","","1642","12","false","0.6305555555555555","0.3484848484848485","1.893939393939394","cleopatre|cesar|cornelie","3.8333333333333335","3","","1642","1644","6","12","3","7","2","0","1","23","","22","5","5","22","19932","16471","6","0","1812"
"corneillep-nicomede","fre000340","Q3341201","Corneille","0","Nicomède","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_NICOMEDE.xml","","","","","1651","8","false","0.9035714285714286","0.7857142857142857","1.2142857142857142","arsinoe|flaminius","5.5","2","","1651","1651","7","8","3","5","0","0","1","22","","32","8","5","32","18892","17160","3","0","1854"
"corneillep-oedipe","fre000341","Q3594073","Corneille","0","Oedipe","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_OEDIPE.xml","","","","","1659","11","false","0.7880952380952381","0.4727272727272727","1.6","thesee|oedipe","4.7272727272727275","3","1659-01-24","1659","1659","8","11","5","5","1","0","1","26","","28","5","5","28","21106","18812","37","0","2010"
"corneillep-othon","fre000342","Q3357625","Corneille","0","Othon","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_OTHON.xml","","","","","1664","13","false","0.7700244200244201","0.4230769230769231","1.6282051282051282","plautine|camille","5.076923076923077","3","1664-08-03","1664","1665","10","13","4","7","2","0","1","33","","30","3","5","30","18010","17226","3","0","1832"
"corneillep-pertharite","fre000343","Q3376170","Corneille","0","Pertharite","Roi des Lombards","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_PERTHARITE.xml","","","","","1651","7","false","0.8095238095238095","0.7619047619047619","1.2380952380952381","grimoald","4.571428571428571","2","","1651","1653","6","7","1","4","2","0","1","16","","26","3","5","26","17632","17223","0","0","1854"
"corneillep-place-royale","fre000344","Q3211684","Corneille","0","La Place Royale","Ou l'Amoureux Extravagant","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_PLACEROYALE.xml","","","","","1634","8","false","0.6916666666666667","0.5357142857142857","1.5357142857142858","philis","3.75","3","","1634","1637","6","8","2","6","0","0","1","15","","36","5","5","36","14995","14096","163","0","1529"
"corneillep-polyeucte","fre000345","Q546217","Corneille","0","Polyeucte Martyr","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_POLYEUCTE.xml","","","","","1641","9","false","0.38148148148148153","0.3333333333333333","1.9166666666666667","pauline","2.6666666666666665","4","","1641","1643","6","9","2","7","0","0","1","12","","27","9","5","27","19393","16664","9","0","1814"
"corneillep-pulcherie","fre000346","Q3410736","Corneille","0","Pulchérie","Comédie Héroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_PULCHERIE.xml","","","","","1672","6","false","0.9333333333333335","0.9333333333333333","1.0666666666666667","several characters","4.666666666666667","2","1672-11-25","1672","1673","5","6","3","3","0","0","1","14","","25","2","5","25","17896","16813","0","0","1758"
"corneillep-rodogune","fre000347","Q2161210","Corneille","0","Rodogune, Princesse des Parthes","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_RODOGUNE.xml","","","","","1644","7","false","0.8476190476190476","0.7619047619047619","1.2380952380952381","cleopatre|rodogune","4.571428571428571","2","","1644","1647","6","7","3","4","0","0","1","16","","26","9","5","26","19574","17071","115","0","1845"
"corneillep-sertorius","fre000348","Q2365486","Corneille","0","Sertorius","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_SERTORIUS.xml","","","","","1662","9","false","0.6878306878306878","0.5277777777777778","1.5555555555555556","aristie","4.222222222222222","3","1662-02-25","1662","1662","7","9","3","4","2","0","1","19","","22","3","5","22","19895","18080","9","0","1920"
"corneillep-sophonisbe","fre000349","Q3491092","Corneille","0","Sophonisbe","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_SOPHONISBE.xml","","","","","1663","12","false","0.49563492063492065","0.3484848484848485","1.7878787878787878","sophonisbe","3.8333333333333335","3","1663-01-18","1663","1663","8","12","4","8","0","0","1","23","","28","4","5","28","19313","16920","0","0","1822"
"corneillep-suite-menteur","fre000350","Q15986637","Corneille","0","La Suite du Menteur","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_SUITEMENTEUR.xml","","","","","1644","7","false","0.8666666666666668","0.7619047619047619","1.2380952380952381","dorante","4.571428571428571","2","","1644","1645","6","7","2","4","1","0","1","16","","31","4","5","31","18656","18414","49","1","1904"
"corneillep-suivante","fre000351","Q15986590","Corneille","0","La Suivante","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_SUIVANTE.xml","","","","","1634","10","false","0.660952380952381","0.4444444444444444","1.6888888888888889","florame","4","3","","1634","1637","7","10","3","7","0","0","1","20","","47","4","5","47","17060","15512","0","0","1700"
"corneillep-surena","fre000352","Q3505546","Corneille","0","Suréna","Général des Parthes","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_SURENA.xml","","","","","1674","7","false","0.6476190476190476","0.5714285714285714","1.5238095238095237","eurydice|palmis","3.4285714285714284","3","1674-12-14","1674","1675","5","7","3","4","0","0","1","12","","18","3","2","18","17264","16864","0","0","1738"
"corneillep-theodore","fre000353","Q3526380","Corneille","0","Théodore Vierge et Martyre","Tragédie Chrétienne","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_THEODORE.xml","","","","","1645","9","false","0.7976190476190478","0.75","1.25","placide","6","2","","1645","1646","8","9","3","6","0","0","1","27","","31","4","5","31","17724","17363","0","0","1882"
"corneillep-tite","fre000354","Q3529531","Corneille","0","Tite et Bérénice","Comédie Heroïque","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_TITE.xml","","","","","1670","8","false","0.25","0.35714285714285715","1.8571428571428572","several characters","2.5","3","1670-11-28","1670","1671","4","8","3","5","0","0","1","10","","25","3","0","25","17884","16839","7","0","1774"
"corneillep-toison","fre000355","Q3213166","Corneille","0","La Conquête de la Toison d'or","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_TOISON.xml","","","","","1661","28","false","0.7723324294752867","0.2222222222222222","1.6824644549763033","jason|junon","6","3","1661-02-19","1661","1661","14","28","12","11","5","0","3","84","","34","3","5","34","23011","21253","2192","0","2237"
"corneillep-veuve","fre000356","Q3213532","Corneille","0","La Veuve","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_VEUVE.xml","","","","","1634","12","false","0.7244949494949494","0.4393939393939394","1.5606060606060606","philiste","4.833333333333333","2","","1634","1682","11","12","4","8","0","0","1","29","","41","10","5","41","19754","18311","16","0","1982"
"corneillep-veuve-34","fre000357","Q3213532","Corneille","0","La Veuve ou Le Traître Trahi","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLEP_VEUVE34.xml","","","","","1634","12","false","0.8168109668109668","0.4696969696969697","1.5303030303030303","philiste","5.166666666666667","2","","1634","1634","11","12","3","8","1","0","1","31","","40","10","5","40","22958","18763","2","0","2010"
"corneillet-amour-a-la-mode","fre000358","","Corneille","0","L'Amour à la Mode","Comédie","Comedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_AMOURALAMODE.xml","","","","","1651","10","false","0.7714285714285715","0.6888888888888889","1.3777777777777778","several characters","6.2","3","","1651","1651","8","10","3","7","0","0","1","31","","42","","5","42","19919","19592","111","0","1900"
"corneillet-antiochus","fre000359","","Corneille","0","Antiochus","Tragi-Comédie","Tragicomedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_ANTIOCHUS.xml","","","","","1666","7","false","0.6","0.5714285714285714","1.4761904761904763","stratonice|arsinoe","3.4285714285714284","3","","","1666","5","7","4","3","0","0","1","12","","25","","2","25","16915","16541","12","0","1709"
"corneillet-ariane","fre000360","Q2861171","Corneille","0","Ariane","Tragédie","Tragedy","http://theatre-classique.fr/pages/programmes/edition.php?t=../documents/CORNEILLET_ARIANE.xml","","","","","1672","7","false","0.8714285714285716","0.8095238095238095","1.1904761904761905","oenarus|pirithous|ariane","4.857142857142857","2","1672-02-26","1672","1672","6","7","2","5","0","0","1","17","","27","3","5","27","16815","16595","9","0","1754"
